"","id","word","n"
"107","310-2084","chivalry",2
"108","310-2150","dems",2
"109","310-2160","monica",2
"110","310-2161","monica",2
"111","310-2161","time",2
"112","310-2162","monica",2
"113","310-2212","people",2
"114","310-2266","life",2
"115","310-230","women",2
"116","310-231","women",2
"117","310-2317","women",2
"118","310-2318","women",2
"119","310-2367","para",2
"120","310-2427","hollywood",2
"121","310-2476","women",2
"122","310-2477","women",2
"123","310-2478","women",2
"124","310-2479","women",2
"125","310-248","girls",2
"126","310-249","girls",2
"127","310-250","girls",2
"128","310-2502","church",2
"129","310-251","girls",2
"130","310-252","girls",2
"131","310-2553","speak",2
"132","310-2592","women",2
"133","310-2593","women",2
"134","310-2659","cyprus",2
"135","310-2660","cyprus",2
"136","310-2713","hands",2
"137","310-2808","asm",2
"138","310-2808","ca",2
"139","310-2808","democrat",2
"140","310-2820","women",2
"141","310-2821","women",2
"142","310-2901","movimento",2
"143","310-2949","love",2
"144","310-2950","love",2
"145","310-2952","love",2
"146","310-2954","sexual",2
"147","310-2954","women",2
"148","310-2955","sexual",2
"149","310-3006","ny",2
"150","310-3007","ny",2
"151","310-3014","women",2
"152","310-3015","women",2
"153","310-3053","footage",2
"154","310-3054","footage",2
"155","310-3096","cyprus",2
"156","310-3096","rise",2
"157","310-3097","cyprus",2
"158","310-3102","assault",2
"159","310-3103","assault",2
"160","310-3117","privilege",2
"161","310-313","para",2
"162","310-3137","women",2
"163","310-3138","women",2
"164","310-314","para",2
"165","310-3262","women",2
"166","310-3263","women",2
"167","310-3291","women",2
"168","310-3292","women",2
"169","310-3369","women",2
"170","310-3370","women",2
"171","310-3465","ghazi",2
"172","310-3466","ghazi",2
"173","310-3550","2020",2
"174","310-3554","2020",2
"175","310-3566","women",2
"176","310-3567","women",2
"177","310-3599","women",2
"178","310-3600","women",2
"179","310-3684","women",2
"180","310-3685","women",2
"181","310-3692","women",2
"182","310-3693","women",2
"183","310-3698","women",2
"184","310-3699","women",2
"185","310-3717","global",2
"186","310-3719","global",2
"187","310-3767","women",2
"188","310-3768","women",2
"189","310-3784","georgia",2
"190","310-3810","accused",2
"191","310-3810","dunwoody",2
"192","310-3810","georgia",2
"193","310-3810","lobbyist",2
"194","310-3810","shafer",2
"195","310-3811","georgia",2
"196","310-3812","georgia",2
"197","310-3883","women",2
"198","310-3884","women",2
"199","310-3885","women",2
"200","310-3886","women",2
"201","310-3890","blir",2
"202","310-3890","och",2
"203","310-390","women",2
"204","310-391","women",2
"205","310-3928","people",2
"206","310-3931","kiselyov",2
"207","310-3932","kiselyov",2
"208","310-3952","los",2
"209","310-3952","mujeres",2
"210","310-4010","women",2
"211","310-4011","women",2
"212","310-4023","women",2
"213","310-4024","women",2
"214","310-4025","cute",2
"215","310-403","los",2
"216","310-403","mujeres",2
"217","310-4035","att",2
"218","310-4035","fr",2
"219","310-4035","och",2
"220","310-4037","doc",2
"221","310-4038","doc",2
"222","310-4039","doc",2
"223","310-4040","doc",2
"224","310-4041","doc",2
"225","310-4166","jjchc",2
"226","310-421","debuted",2
"227","310-4214","don",2
"228","310-4215","don",2
"229","310-4285","footage",2
"230","310-4288","footage",2
"231","310-4301","women",2
"232","310-4302","women",2
"233","310-439","found",2
"234","310-4391","touch",2
"235","310-440","found",2
"236","310-4405","ptsd",2
"237","310-4449","women",2
"238","310-4450","women",2
"239","310-458","democrats",2
"240","310-458","reality",2
"241","310-458","trump",2
"242","310-464","para",2
"243","310-4683","women",2
"244","310-4684","women",2
"245","310-4749","oprah",2
"246","310-4749","trump",2
"247","310-4762","skin",2
"248","310-4796","women",2
"249","310-4797","women",2
"250","310-4919","women",2
"251","310-4920","women",2
"252","310-4924","039",2
"253","310-4928","medicine",2
"254","310-4929","medicine",2
"255","310-4983","women",2
"256","310-4984","women",2
"257","310-4988","dealt",2
"258","310-4988","sexual",2
"259","310-4989","sexual",2
"260","310-5025","march",2
"261","310-5026","march",2
"262","310-5028","women",2
"263","310-5029","women",2
"264","310-5130","women",2
"265","310-5131","women",2
"266","310-5192","people",2
"267","310-5280","women",2
"268","310-5281","women",2
"269","310-5344","women",2
"270","310-5345","women",2
"271","310-5373","movimento",2
"272","310-551","women",2
"273","310-5515","para",2
"274","310-5516","poem",2
"275","310-552","women",2
"276","310-5544","sustain",2
"277","310-5696","comprehensive",2
"278","310-5696","list",2
"279","310-5706","women",2
"280","310-5707","women",2
"281","310-5709","ring",2
"282","310-5783","single",2
"283","310-5813","skin",2
"284","310-5814","skin",2
"285","310-5821","women",2
"286","310-5822","women",2
"287","310-5849","harassment",2
"288","310-5849","sexual",2
"289","310-5902","blocked",2
"290","310-5929","people",2
"291","310-5947","women",2
"292","310-5948","women",2
"293","310-6009","3_",2
"294","310-6010","3_",2
"295","310-6031","women",2
"296","310-6046","oakland",2
"297","310-6052","pennsylvania",2
"298","310-6053","pennsylvania",2
"299","310-6054","pennsylvania",2
"300","310-6055","pennsylvania",2
"301","310-6056","pennsylvania",2
"302","310-6057","pennsylvania",2
"303","310-6058","pennsylvania",2
"304","310-6059","pennsylvania",2
"305","310-6060","pennsylvania",2
"306","310-6061","pennsylvania",2
"307","310-6062","pennsylvania",2
"308","310-6063","pennsylvania",2
"309","310-6064","pennsylvania",2
"310","310-6065","pennsylvania",2
"311","310-6066","pennsylvania",2
"312","310-6067","pennsylvania",2
"313","310-6068","pennsylvania",2
"314","310-6069","son",2
"315","310-6069","support",2
"316","310-6070","son",2
"317","310-6070","support",2
"318","310-6101","women",2
"319","310-6102","women",2
"320","310-6134","women",2
"321","310-6135","women",2
"322","310-6181","movimento",2
"323","310-6204","movimento",2
"324","310-63","speak",2
"325","310-65","told",2
"326","310-6515","hollywood",2
"327","310-6519","women",2
"328","310-6520","women",2
"329","310-6568","movement",2
"330","310-6572","women",2
"331","310-6573","women",2
"332","310-6653","screwed",2
"333","310-6721","women",2
"334","310-6722","women",2
"335","310-6728","women",2
"336","310-6729","women",2
"337","310-6870","women",2
"338","310-6871","women",2
"339","310-69","los",2
"340","310-69","mujeres",2
"341","310-6900","hijab",2
"342","310-6902","women",2
"343","310-6939","women",2
"344","310-6940","women",2
"345","310-6941","para",2
"346","310-6942","para",2
"347","310-6949","women",2
"348","310-6950","women",2
"349","310-6961","women",2
"350","310-6962","women",2
"351","310-6968","weinstein",2
"352","310-70","jjchc",2
"353","310-7025","partly",2
"354","310-7026","partly",2
"355","310-7078","change",2
"356","310-71","jjchc",2
"357","310-713","love",2
"358","310-7139","schools",2
"359","310-714","love",2
"360","310-720","women",2
"361","310-721","women",2
"362","310-7225","women",2
"363","310-7226","women",2
"364","310-7251","movimento",2
"365","310-7256","hijab",2
"366","310-7257","hijab",2
"367","310-7265","women",2
"368","310-7266","women",2
"369","310-73","women",2
"370","310-7304","women",2
"371","310-7305","women",2
"372","310-7320","trauma",2
"373","310-7330","women",2
"374","310-7331","women",2
"375","310-7396","women",2
"376","310-7397","women",2
"377","310-74","sustain",2
"378","310-7429","female",2
"379","310-7433","female",2
"380","310-7437","female",2
"381","310-7448","women",2
"382","310-7449","women",2
"383","310-746","women",2
"384","310-747","women",2
"385","310-7511","women",2
"386","310-7512","women",2
"387","310-7571","berast",2
"388","310-7580","women",2
"389","310-7581","women",2
"390","310-7642","lgbt",2
"391","310-7686","enovaaw",2
"392","310-7686","iartg",2
"393","310-7687","enovaaw",2
"394","310-7687","touch",2
"395","310-7688","enovaaw",2
"396","310-7688","iartg",2
"397","310-7700","dont",2
"398","310-7705","dont",2
"399","310-7707","dont",2
"400","310-7709","dont",2
"401","310-7711","dont",2
"402","310-7713","dont",2
"403","310-7748","women",2
"404","310-7749","women",2
"405","310-7762","og",2
"406","310-7762","til",2
"407","310-7762","vi",2
"408","310-7763","og",2
"409","310-7764","og",2
"410","310-7764","til",2
"411","310-7764","vi",2
"412","310-7765","og",2
"413","310-7766","og",2
"414","310-7780","people",2
"415","310-7853","freedom",2
"416","310-7853","power",2
"417","310-7853","sex",2
"418","310-7853","starts",2
"419","310-7853","violence",2
"420","310-7899","women",2
"421","310-7900","women",2
"422","310-8036","women",2
"423","310-8037","women",2
"424","310-8103","adult",2
"425","310-8112","anthem",2
"426","310-8152","movimento",2
"427","310-8152","mulheres",2
"428","310-8153","movimento",2
"429","310-8204","nra",2
"430","310-8205","nra",2
"431","310-8235","women",2
"432","310-8236","women",2
"433","310-8250","um",2
"434","310-8277","ha",2
"435","310-8277","sido",2
"436","310-8297","honor",2
"437","310-8351","trump",2
"438","310-8352","women",2
"439","310-8385","school",2
"440","310-8442","honor",2
"441","310-8446","women",2
"442","310-8447","women",2
"443","310-8448","para",2
"444","310-8449","para",2
"445","310-8452","calunnia",2
"446","310-8452","diffamazione",2
"447","310-8485","women",2
"448","310-8486","women",2
"449","310-851","bystander",2
"450","310-8518","music",2
"451","310-8518","women",2
"452","310-852","bystander",2
"453","310-8526","women",2
"454","310-8527","women",2
"455","310-8528","women",2
"456","310-853","bystander",2
"457","310-8615","nicole",2
"458","310-864","mit",2
"459","310-864","spd",2
"460","310-8646","abused",2
"461","310-8646","week",2
"462","310-8646","women",2
"463","310-865","spd",2
"464","310-8671","argue",2
"465","310-8757","dont",2
"466","310-8762","dont",2
"467","310-8767","dont",2
"468","310-8772","dont",2
"469","310-8791","kamu",2
"470","310-8791","kenapa",2
"471","310-8791","wanita",2
"472","310-8793","kamu",2
"473","310-8793","kenapa",2
"474","310-8793","wanita",2
"475","310-8917","honor",2
"476","310-8947","honor",2
"477","310-8948","honor",2
"478","310-9039","11_",2
"479","310-9055","sign",2
"480","310-9056","nra",2
"481","310-9056","people",2
"482","310-9058","people",2
"483","310-9059","people",2
"484","310-9092","campaign",2
"485","310-9159","time's",2
"486","310-95","women",2
"487","310-96","nicole",2
"488","310-97","nicole",2
"489","310-987","racism",2
"490","310-1","changetheratio",1
"491","310-1","community",1
"492","310-1","empathy",1
"493","310-1","empowerment",1
"494","310-1","finally",1
"495","310-1","ready",1
"496","310-1","sapientrazorfish",1
"497","310-1","story",1
"498","310-1","strength",1
"499","310-1","timesup",1
"500","310-1","voice",1
"501","310-1000","shoot",1
"502","310-1000","shot",1
"503","310-1000","tryna",1
"504","310-1002","57",1
"505","310-1006","harassment",1
"506","310-1006","sexual",1
"507","310-1007","harassment",1
"508","310-1007","sexual",1
"509","310-1009","girls",1
"510","310-1010","accused",1
"511","310-1010","beating",1
"512","310-1010","buddies",1
"513","310-1010","congressman",1
"514","310-1010","cover",1
"515","310-1010","girlfriend",1
"516","310-1010","harassment",1
"517","310-1010","meet",1
"518","310-1010","powerful",1
"519","310-1010","sexual",1
"520","310-1010","staffer",1
"521","310-1010","stands",1
"522","310-1010","threatening",1
"523","310-1011","accused",1
"524","310-1011","beating",1
"525","310-1011","charmer",1
"526","310-1011","congressman",1
"527","310-1011","cover",1
"528","310-1011","girlfriend",1
"529","310-1011","meet",1
"530","310-1011","staffer",1
"531","310-1011","stands",1
"532","310-1011","threatening",1
"533","310-1012","accused",1
"534","310-1012","beating",1
"535","310-1012","charmer",1
"536","310-1012","congressman",1
"537","310-1012","cover",1
"538","310-1012","girlfriend",1
"539","310-1012","meet",1
"540","310-1012","staffer",1
"541","310-1012","stands",1
"542","310-1012","threatening",1
"543","310-1015","time's",1
"544","310-1018","campaign",1
"545","310-1018","entertainment",1
"546","310-1018","erupted",1
"547","310-1018","ice",1
"548","310-1018","industry",1
"549","310-1018","korea's",1
"550","310-1018","mountain",1
"551","310-1018","recently",1
"552","310-1018","shocking",1
"553","310-1020","2019",1
"554","310-1023","vcr2017",1
"555","310-1024","campaign",1
"556","310-1024","entertainment",1
"557","310-1024","erupted",1
"558","310-1024","ice",1
"559","310-1024","industry",1
"560","310-1024","korea's",1
"561","310-1024","mountain",1
"562","310-1024","recently",1
"563","310-1024","shocking",1
"564","310-1025","sistar",1
"565","310-1026","sistar",1
"566","310-1029","sistar",1
"567","310-1031","calling",1
"568","310-1031","dont",1
"569","310-1031","marchforourlives",1
"570","310-1031","neverag",1
"571","310-1031","nra",1
"572","310-1031","organization",1
"573","310-1031","retweet",1
"574","310-1031","terrorist",1
"575","310-1033","aware",1
"576","310-1033","lead",1
"577","310-1033","matter",1
"578","310-1033","seria",1
"579","310-1033","stop",1
"580","310-1033","wa",1
"581","310-1033","women",1
"582","310-1034","quiet",1
"583","310-1034","reese",1
"584","310-1034","shared",1
"585","310-1034","story",1
"586","310-1034","witherspoon",1
"587","310-1036","assault",1
"588","310-1036","education",1
"589","310-1036","girl's",1
"590","310-1036","harassment",1
"591","310-1036","interrupted",1
"592","310-1036","k12",1
"593","310-1036","learn",1
"594","310-1036","sexual",1
"595","310-1036","sign",1
"596","310-1037","campaign",1
"597","310-1037","entertainment",1
"598","310-1037","erupted",1
"599","310-1037","ice",1
"600","310-1037","industry",1
"601","310-1037","korea's",1
"602","310-1037","mountain",1
"603","310-1037","recently",1
"604","310-1037","shocking",1
"605","310-104","admits",1
"606","310-104","assault",1
"607","310-104","denies",1
"608","310-104","forward",1
"609","310-104","pays",1
"610","310-104","sexual",1
"611","310-104","tape",1
"612","310-104","wh",1
"613","310-1040","anthem",1
"614","310-1040","generation's",1
"615","310-1040","girls",1
"616","310-1040","girls_can_do_anything",1
"617","310-1040","korea's",1
"618","310-1040","movement",1
"619","310-1040","world",1
"620","310-1046","business",1
"621","310-1046","fra",1
"622","310-1047","infinitechallenge",1
"623","310-105","admits",1
"624","310-105","assault",1
"625","310-105","denies",1
"626","310-105","forward",1
"627","310-105","pays",1
"628","310-105","sexual",1
"629","310-105","tape",1
"630","310-105","wh",1
"631","310-1052","aly",1
"632","310-1052","boca",1
"633","310-1052","bocaraton",1
"634","310-1052","gala",1
"635","310-1052","raisman",1
"636","310-1052","speaking",1
"637","310-1052","tonight",1
"638","310-1052","west",1
"639","310-1054","withyou",1
"640","310-1055","bet",1
"641","310-1055","free",1
"642","310-1055","gun",1
"643","310-1055","guncontrol",1
"644","310-1055","house",1
"645","310-1055","protesting",1
"646","310-1055","retweet",1
"647","310-1055","sign",1
"648","310-1055","zone",1
"649","310-1057","vcr2017",1
"650","310-1066","naver",1
"651","310-1068","ago",1
"652","310-1068","consent",1
"653","310-1068","enthusiastic",1
"654","310-1068","essay",1
"655","310-1068","husband",1
"656","310-1068","meets",1
"657","310-1068","months",1
"658","310-1068","predicted",1
"659","310-1068","rape",1
"660","310-1068","rationales",1
"661","310-1068","sex",1
"662","310-1068","wanna",1
"663","310-1069","ago",1
"664","310-1069","consent",1
"665","310-1069","enthusiastic",1
"666","310-1069","essay",1
"667","310-1069","meets",1
"668","310-1069","months",1
"669","310-1069","predicted",1
"670","310-1069","sex",1
"671","310-1071","again.needs",1
"672","310-1071","shared",1
"673","310-1071","tweeting",1
"674","310-1072","again.needs",1
"675","310-1072","shared",1
"676","310-1072","tweeting",1
"677","310-1073","again.needs",1
"678","310-1073","shared",1
"679","310-1073","tweeting",1
"680","310-1074","again.needs",1
"681","310-1074","shared",1
"682","310-1074","tweeting",1
"683","310-1075","again.needs",1
"684","310-1075","shared",1
"685","310-1075","tweeting",1
"686","310-1077","campaign",1
"687","310-1077","entertainment",1
"688","310-1077","erupted",1
"689","310-1077","ice",1
"690","310-1077","industry",1
"691","310-1077","korea's",1
"692","310-1077","mountain",1
"693","310-1077","recently",1
"694","310-1077","shocking",1
"695","310-1085","50_",1
"696","310-1085","60_",1
"697","310-1091","vcr2017",1
"698","310-1096","sistar",1
"699","310-1097","sistar",1
"700","310-1099","anthem",1
"701","310-1099","generation's",1
"702","310-1099","girls",1
"703","310-1099","girls_can_do_anything",1
"704","310-1099","korea's",1
"705","310-1099","movement",1
"706","310-1099","world",1
"707","310-1100","campaign",1
"708","310-1100","entertainment",1
"709","310-1100","erupted",1
"710","310-1100","ice",1
"711","310-1100","industry",1
"712","310-1100","korea's",1
"713","310-1100","mountain",1
"714","310-1100","recently",1
"715","310-1100","shocking",1
"716","310-1101","anthem",1
"717","310-1101","generation's",1
"718","310-1101","girls",1
"719","310-1101","girls_can_do_anything",1
"720","310-1101","korea's",1
"721","310-1101","movement",1
"722","310-1101","world",1
"723","310-1102","concerns",1
"724","310-1102","contact",1
"725","310-1102","feel",1
"726","310-1102","free",1
"727","310-1102","happy",1
"728","310-1102","questions",1
"729","310-1102","statement",1
"730","310-1105","sistar",1
"731","310-1106","girls",1
"732","310-1107","vcr2017",1
"733","310-1111","affleck",1
"734","310-1111","allen",1
"735","310-1111","augean",1
"736","310-1111","casey",1
"737","310-1111","cleansing",1
"738","310-1111","color",1
"739","310-1111","gary",1
"740","310-1111","harvey",1
"741","310-1111","held",1
"742","310-1111","kevin",1
"743","310-1111","mario",1
"744","310-1111","nate",1
"745","310-1111","oldman",1
"746","310-1111","parker",1
"747","310-1111","people",1
"748","310-1111","polanski",1
"749","310-1111","roman",1
"750","310-1111","spacey",1
"751","310-1111","stables",1
"752","310-1111","standards",1
"753","310-1111","testino",1
"754","310-1111","weinstein",1
"755","310-1111","woody",1
"756","310-1112","admits",1
"757","310-1112","assault",1
"758","310-1112","denies",1
"759","310-1112","forward",1
"760","310-1112","pays",1
"761","310-1112","sexual",1
"762","310-1112","tape",1
"763","310-1112","wh",1
"764","310-1113","admits",1
"765","310-1113","assault",1
"766","310-1113","denies",1
"767","310-1113","forward",1
"768","310-1113","pays",1
"769","310-1113","sexual",1
"770","310-1113","tape",1
"771","310-1113","wh",1
"772","310-1116","1billionrising",1
"773","310-1116","activists",1
"774","310-1116","faneromeni",1
"775","310-1116","nicosia",1
"776","310-1116","pictures",1
"777","310-1116","pouring",1
"778","310-1116","rise",1
"779","310-1116","rising",1
"780","310-1116","square",1
"781","310-1118","calling",1
"782","310-1118","dont",1
"783","310-1118","marchforourlives",1
"784","310-1118","neverag",1
"785","310-1118","nra",1
"786","310-1118","organization",1
"787","310-1118","retweet",1
"788","310-1118","terrorist",1
"789","310-112","vcr2017",1
"790","310-1121","withyou",1
"791","310-1124","withyou",1
"792","310-1125","withyou",1
"793","310-1128","vcr2017",1
"794","310-1129","caras",1
"795","310-1129","debate",1
"796","310-1129","desatado",1
"797","310-1129","entender",1
"798","310-1129","feminismo",1
"799","310-1129","mejor",1
"800","310-1129","movimiento",1
"801","310-1129","seguir",1
"802","310-1129","textos",1
"803","310-113","naver",1
"804","310-1132","phoenixes",1
"805","310-1132","send",1
"806","310-1132","survivors",1
"807","310-1132","term",1
"808","310-1133","phoenixes",1
"809","310-1133","send",1
"810","310-1133","survivors",1
"811","310-1133","term",1
"812","310-114","campaign",1
"813","310-114","entertainment",1
"814","310-114","erupted",1
"815","310-114","ice",1
"816","310-114","industry",1
"817","310-114","korea's",1
"818","310-114","mountain",1
"819","310-114","recently",1
"820","310-114","shocking",1
"821","310-1141","sistar",1
"822","310-1143","competency",1
"823","310-1143","core",1
"824","310-1143","democratic",1
"825","310-1143","diversity",1
"826","310-1143","environmentalism",1
"827","310-1143","favor",1
"828","310-1143","female",1
"829","310-1143","gibs",1
"830","310-1143","immigrant",1
"831","310-1143","industrial",1
"832","310-1143","moving",1
"833","310-1143","obnoxious",1
"834","310-1143","party",1
"835","310-1143","poc",1
"836","310-1143","policy",1
"837","310-1143","popular",1
"838","310-1143","support",1
"839","310-1143","workers",1
"840","310-1143","yuppies",1
"841","310-1144","competency",1
"842","310-1144","core",1
"843","310-1144","democratic",1
"844","310-1144","environmentalism",1
"845","310-1144","industrial",1
"846","310-1144","moving",1
"847","310-1144","party",1
"848","310-1144","policy",1
"849","310-1144","support",1
"850","310-1144","workers",1
"851","310-1145","girls",1
"852","310-1146","sistar",1
"853","310-115","20",1
"854","310-115","couple",1
"855","310-115","maga",1
"856","310-115","minnows",1
"857","310-115","mueller",1
"858","310-115","pound",1
"859","310-115","snagged",1
"860","310-115","steelhead",1
"861","310-115","tcot",1
"862","310-115","whoppers",1
"863","310-1152","harassment",1
"864","310-1152","sexual",1
"865","310-1153","vcr2017",1
"866","310-1158","f4",1
"867","310-116","20",1
"868","310-116","couple",1
"869","310-116","maga",1
"870","310-116","minnows",1
"871","310-116","mueller",1
"872","310-116","pound",1
"873","310-116","snagged",1
"874","310-116","steelhead",1
"875","310-116","tcot",1
"876","310-116","whoppers",1
"877","310-1165","anthem",1
"878","310-1165","generation's",1
"879","310-1165","girls",1
"880","310-1165","girls_can_do_anything",1
"881","310-1165","korea's",1
"882","310-1165","movement",1
"883","310-1165","world",1
"884","310-1167","admits",1
"885","310-1167","assault",1
"886","310-1167","denies",1
"887","310-1167","forward",1
"888","310-1167","pays",1
"889","310-1167","sexual",1
"890","310-1167","tape",1
"891","310-1167","wh",1
"892","310-1168","admits",1
"893","310-1168","assault",1
"894","310-1168","denies",1
"895","310-1168","forward",1
"896","310-1168","pays",1
"897","310-1168","sexual",1
"898","310-1168","tape",1
"899","310-1168","wh",1
"900","310-1171","harassment",1
"901","310-1171","sexual",1
"902","310-1172","anthem",1
"903","310-1172","generation's",1
"904","310-1172","girls",1
"905","310-1172","girls_can_do_anything",1
"906","310-1172","korea's",1
"907","310-1172","movement",1
"908","310-1172","world",1
"909","310-1173","movement",1
"910","310-1173","nuns",1
"911","310-1173","vatican",1
"912","310-1174","movement",1
"913","310-1174","nuns",1
"914","310-1174","vatican",1
"915","310-1175","20",1
"916","310-1176","anthem",1
"917","310-1176","generation's",1
"918","310-1176","girls",1
"919","310-1176","girls_can_do_anything",1
"920","310-1176","korea's",1
"921","310-1176","movement",1
"922","310-1176","world",1
"923","310-1177","crews",1
"924","310-1177","evaluatio",1
"925","310-1177","mental",1
"926","310-1177","movement",1
"927","310-1177","requested",1
"928","310-1177","speak",1
"929","310-1177","straight",1
"930","310-1177","terry",1
"931","310-1177","undergo",1
"932","310-1178","anthem",1
"933","310-1178","generation's",1
"934","310-1178","girls",1
"935","310-1178","girls_can_do_anything",1
"936","310-1178","korea's",1
"937","310-1178","movement",1
"938","310-1178","world",1
"939","310-118","quiet",1
"940","310-118","reese",1
"941","310-118","shared",1
"942","310-118","story",1
"943","310-118","witherspoon",1
"944","310-1181","sistar",1
"945","310-1183","bet",1
"946","310-1183","free",1
"947","310-1183","gun",1
"948","310-1183","guncontrol",1
"949","310-1183","house",1
"950","310-1183","protesting",1
"951","310-1183","retweet",1
"952","310-1183","sign",1
"953","310-1183","zone",1
"954","310-1184","contributors",1
"955","310-1184","news",1
"956","310-1184","views",1
"957","310-1185","contributors",1
"958","310-1185","news",1
"959","310-1185","views",1
"960","310-1188","boa",1
"961","310-1188","boaa",1
"962","310-1188","bullshit",1
"963","310-1188","days",1
"964","310-1188","easily",1
"965","310-1188","gonna",1
"966","310-1188","letting",1
"967","310-1188","listen",1
"968","310-1188","piece",1
"969","310-1188","shit",1
"970","310-1188","sleep",1
"971","310-1188","trembling",1
"972","310-1189","boa",1
"973","310-1189","boaa",1
"974","310-1189","bullshit",1
"975","310-1189","easily",1
"976","310-1189","letting",1
"977","310-1189","listen",1
"978","310-1189","piece",1
"979","310-1189","shit",1
"980","310-119","crews",1
"981","310-119","evaluatio",1
"982","310-119","mental",1
"983","310-119","movement",1
"984","310-119","requested",1
"985","310-119","speak",1
"986","310-119","straight",1
"987","310-119","terry",1
"988","310-119","undergo",1
"989","310-1190","03",1
"990","310-1190","09",1
"991","310-1190","4",1
"992","310-1190","6",1
"993","310-1190","accusations",1
"994","310-1190","address",1
"995","310-1190","author",1
"996","310-1190","boa",1
"997","310-1190","boaa",1
"998","310-1190","captures",1
"999","310-1190","date",1
"1000","310-1190","false",1
"1001","310-1190","files",1
"1002","310-1190","ip",1
"1003","310-1190","mail",1
"1004","310-1190","pdf",1
"1005","310-1190","photos",1
"1006","310-1190","protectcom",1
"1007","310-1190","report",1
"1008","310-1190","subject",1
"1009","310-1190","url",1
"1010","310-1191","03",1
"1011","310-1191","09",1
"1012","310-1191","auth",1
"1013","310-1191","boa",1
"1014","310-1191","content",1
"1015","310-1191","date",1
"1016","310-1191","mail",1
"1017","310-1191","post",1
"1018","310-1191","protectcom",1
"1019","310-1191","report",1
"1020","310-1191","subject",1
"1021","310-1191","url",1
"1022","310-1192","dating",1
"1023","310-1192","gaeko",1
"1024","310-1192","info",1
"1025","310-1192","leaked",1
"1026","310-1192","months",1
"1027","310-1192","personal",1
"1028","310-1192","songs",1
"1029","310-1192","victim",1
"1030","310-1192","written",1
"1031","310-1192","wrote",1
"1032","310-1193","claimed",1
"1033","310-1193","dating",1
"1034","310-1193","months",1
"1035","310-1193","person",1
"1036","310-1193","songs",1
"1037","310-1193","wrote",1
"1038","310-1194","belief",1
"1039","310-1194","black",1
"1040","310-1194","contrary",1
"1041","310-1194","imwithcrews",1
"1042","310-1194","muscular",1
"1043","310-1194","popular",1
"1044","310-1194","racist",1
"1045","310-120","vcr2017",1
"1046","310-121","girls",1
"1047","310-1214","campaign",1
"1048","310-1214","entertainment",1
"1049","310-1214","erupted",1
"1050","310-1214","ice",1
"1051","310-1214","industry",1
"1052","310-1214","korea's",1
"1053","310-1214","mountain",1
"1054","310-1214","recently",1
"1055","310-1214","shocking",1
"1056","310-1217","admits",1
"1057","310-1217","assault",1
"1058","310-1217","denies",1
