"","word","n"
"214","reveals",43
"215","und",43
"216","victim",43
"217","avec",42
"218","balancetonporc",42
"219","black",42
"220","conservative",42
"221","iartg",42
"222","national",42
"223","stories",42
"224","trial",42
"225","america",41
"226","article",41
"227","check",41
"228","episode",41
"229","hope",41
"230","message",41
"231","parkland",41
"232","2012",40
"233","em",40
"234","kobe",40
"235","life",40
"236","oscar",40
"237","party",40
"238","talking",40
"239","womenshistorymonth",40
"240","worker",40
"241","block",39
"242","earlier",39
"243","global",39
"244","si",39
"245","tells",39
"246","witch",39
"247","50_",38
"248","abuso",38
"249","cite",38
"250","panel",38
"251","pass",38
"252","speaking",38
"253","times",38
"254","brave",37
"255","cover",37
"256","discussion",37
"257","fair",37
"258","hold",37
"259","lo",37
"260","quiet",37
"261","celebrate",36
"262","chelsea",36
"263","daily",36
"264","light",36
"265","mujeres",36
"266","president",36
"267","reese",36
"268","taking",36
"269","trumprussia",36
"270","version",36
"271","witherspoon",36
"272","al",35
"273","bryant",35
"274","como",35
"275","gender",35
"276","gop",35
"277","happened",35
"278","heart",35
"279","home",35
"280","jimmy",35
"281","music",35
"282","nonstop",35
"283","person",35
"284","sad",35
"285","voice",35
"286","abused",34
"287","ian1",34
"288","inspiring",34
"289","liberal",34
"290","misandry",34
"291","pennsylvania",34
"292","resist",34
"293","sandeul",34
"294","children",33
"295","defense",33
"296","dit",33
"297","jesus",33
"298","listening",33
"299","piece",33
"300","real",33
"301","revealed",33
"302","true",33
"303","une",33
"304","4",32
"305","dans",32
"306","finally",32
"307","god",32
"308","movimento",32
"309","predator",32
"310","shame",32
"311","tre",32
"312","confession",31
"313","denied",31
"314","est",31
"315","left",31
"316","mayor",31
"317","meet",31
"318","mental",31
"319","nigerian",31
"320","protest",31
"321","recordstoreday",31
"322","recordstoreday2018",31
"323","rose",31
"324","sea",31
"325","strongly",31
"326","supportive",31
"327","survivor",31
"328","twitter",31
"329","vocalist",31
"330","youaretheproblemhere",31
"331","16",30
"332","60_",30
"333","august",30
"334","building",30
"335","deleteuber",30
"336","des",30
"337","director",30
"338","fighting",30
"339","harvey",30
"340","health",30
"341","lies",30
"342","ni",30
"343","night",30
"344","sexism",30
"345","target",30
"346","theresistance",30
"347","tired",30
"348","toxic",30
"349","ur",30
"350","acoso",29
"351","calling",29
"352","consent",29
"353","girl",29
"354","gonna",29
"355","hillary",29
"356","il",29
"357","k12",29
"358","kellcey",29
"359","marie",29
"360","means",29
"361","mentioned",29
"362","muslim",29
"363","nra",29
"364","past",29
"365","qu'il",29
"366","quelques",29
"367","ready",29
"368","received",29
"369","revelation",29
"370","status",29
"371","su",29
"372","telling",29
"373","temps",29
"374","transformative",29
"375","wmentertainment",29
"376","amazing",28
"377","angels",28
"378","asmsg",28
"379","catalyst",28
"380","chose",28
"381","drawn",28
"382","forget",28
"383","fr",28
"384","fran",28
"385","honor",28
"386","james",28
"387","lot",28
"388","reporte",28
"389","security",28
"390","shit",28
"391","speaker",28
"392","womensmarch",28
"393","written",28
"394","xico",28
"395","yrs",28
"396","ago",27
"397","aise",27
"398","aliser",27
"399","bankruptcy",27
"400","bring",27
"401","company",27
"402","depuis",27
"403","deserve",27
"404","federal",27
"405","guess",27
"406","lead",27
"407","miss",27
"408","presse",27
"409","quelque",27
"410","rapist",27
"411","s'est",27
"412","students",27
"413","time's",27
"414","train",27
"415","ve",27
"416","30",26
"417","answer",26
"418","attention",26
"419","charlottesville",26
"420","community",26
"421","continue",26
"422","debate",26
"423","democrat",26
"424","dr",26
"425","estoy",26
"426","farm",26
"427","feminismo",26
"428","found",26
"429","guilty",26
"430","linda",26
"431","qu'el",26
"432","rally",26
"433","rpbp",26
"434","sexualabuse",26
"435","start",26
"436","strong",26
"437","te",26
"438","uk",26
"439","violencia",26
"440","activists",25
"441","acuerdo",25
"442","advocate",25
"443","ahead",25
"444","anti",25
"445","att",25
"446","called",25
"447","child",25
"448","ein",25
"449","gun",25
"450","hard",25
"451","hear",25
"452","inappropriate",25
"453","issues",25
"454","jennifer",25
"455","lawrence",25
"456","leading",25
"457","listen",25
"458","memoir",25
"459","met",25
"460","misogynistic",25
"461","moon",25
"462","par",25
"463","properly",25
"464","response",25
"465","sign",25
"466","terrorists",25
"467","20",24
"468","8mars",24
"469","bookboost",24
"470","brujas",24
"471","bullying",24
"472","coming",24
"473","crews",24
"474","cuando",24
"475","days",24
"476","debe",24
"477","diainternacionaldelamujer",24
"478","feel",24
"479","hamas",24
"480","harveyweinstein",24
"481","kells",24
"482","missing",24
"483","money",24
"484","office",24
"485","pa",24
"486","plea",24
"487","pour",24
"488","recent",24
"489","remind",24
"490","rule",24
"491","terry",24
"492","53",23
"493","action",23
"494","art",23
"495","bad",23
"496","brought",23
"497","cacer",23
"498","ceo",23
"499","discussing",23
"500","ent",23
"501","equal",23
"502","ha",23
"503","hashtag",23
"504","haven",23
"505","inspired",23
"506","joe",23
"507","list",23
"508","london",23
"509","organization",23
"510","ou",23
"511","pressforprogress",23
"512","proud",23
"513","review",23
"514","scandal",23
"515","season",23
"516","sexualharassment",23
"517","takes",23
"518","tcot",23
"519","vanity",23
"520","actor",22
"521","aresimowicz",22
"522","batalla",22
"523","behaviour",22
"524","care",22
"525","comments",22
"526","contra",22
"527","convertirse",22
"528","cr4u",22
"529","credibilidad",22
"530","ct",22
"531","da",22
"532","der",22
"533","diploma",22
"534","empathic",22
"535","entire",22
"536","family",22
"537","featuring",22
"538","fight",22
"539","future",22
"540","hour",22
"541","inspire",22
"542","internationalwomensday2018",22
"543","notme",22
"544","pig",22
"545","sold",22
"546","told",22
"547","trauma",22
"548","tweets",22
"549","uber",22
"550","voices",22
"551","78",21
"552","beginning",21
"553","blog",21
"554","brotherhood",21
"555","burke",21
"556","cancer",21
"557","det",21
"558","du",21
"559","father",21
"560","femmes",21
"561","japan",21
"562","kacey",21
"563","laura",21
"564","leadership",21
"565","lol",21
"566","mujer",21
"567","na",21
"568","om",21
"569","raped",21
"570","rise",21
"571","session",21
"572","star",21
"573","vraimentpolitique",21
"574","wendy",21
"575","won",21
"576","wrenching",21
"577","16_",20
"578","american",20
"579","bandele",20
"580","canada",20
"581","changin",20
"582","control",20
"583","crusade",20
"584","cyprus",20
"585","doesn",20
"586","dylan",20
"587","empo",20
"588","experience",20
"589","faith",20
"590","fallon",20
"591","feature",20
"592","golden",20
"593","kimmel",20
"594","leaders",20
"595","och",20
"596","pr",20
"597","qui",20
"598","resistance",20
"599","respond",20
"600","slavery",20
"601","tarana",20
"602","um",20
"603","uncomfortable",20
"604","wake",20
"605","wid",20
"606","with:asha",20
"607","writers",20
"608","27_",19
"609","actress",19
"610","adelamujer",19
"611","applauds",19
"612","bet",19
"613","bigotry",19
"614","bragged",19
"615","career",19
"616","censorsing",19
"617","changed",19
"618","cloud",19
"619","corporate",19
"620","courage",19
"621","created",19
"622","david",19
"623","debatte",19
"624","dern",19
"625","equality",19
"626","file",19
"627","fun",19
"628","globes",19
"629","job",19
"630","jones",19
"631","late",19
"632","liberals",19
"633","lie",19
"634","mind",19
"635","misconduct",19
"636","moving",19
"637","prefer",19
"638","protect",19
"639","protesters",19
"640","role",19
"641","scandals",19
"642","st",19
"643","talks",19
"644","todos",19
"645","united",19
"646","usccfwomen",19
"647","wrong",19
"648","zone",19
"649","1929",18
"650","7",18
"651","affair",18
"652","amendment",18
"653","apology",18
"654","apr",18
"655","blm",18
"656","brilliant",18
"657","childhoodcancer",18
"658","christian",18
"659","church",18
"660","culture",18
"661","democrats",18
"662","difundo",18
"663","fire",18
"664","fucking",18
"665","gross",18
"666","harassed",18
"667","herald",18
"668","hit",18
"669","honest",18
"670","impeachtrump",18
"671","leader",18
"672","learn",18
"673","lov",18
"674","memoriam",18
"675","mention",18
"676","mike",18
"677","mit",18
"678","pero",18
"679","photo",18
"680","project",18
"681","radio",18
"682","son",18
"683","spread",18
"684","standing",18
"685","treason",18
"686","u.s",18
"687","vote",18
"688","weinstein's",18
"689","awards",17
"690","beginnings",17
"691","board",17
"692","bringing",17
"693","britishcolumbia",17
"694","campa",17
"695","cc",17
"696","class",17
"697","coreia",17
"698","das",17
"699","daughter",17
"700","deal",17
"701","discusi",17
"702","domesticviolence",17
"703","endorse",17
"704","femforum",17
"705","founded",17
"706","front",17
"707","groped",17
"708","heatherheyer",17
"709","impeachment",17
"710","kids",17
"711","makes",17
"712","offended",17
"713","offenders",17
"714","opinion",17
"715","popular",17
"716","qu",17
"717","racism",17
"718","red",17
"719","sarsour",17
"720","sexualpredatorinchief",17
"721","social",17
"722","supports",17
"723","theatre",17
"724","threatened",17
"725","tonight",17
"726","white",17
"727","york",17
"728","150",16
"729","activist",16
"730","aka",16
"731","allegations",16
"732","america's",16
"733","award",16
"734","breaking",16
"735","chelseaclinton",16
"736","choose",16
"737","claims",16
"738","consult",16
"739","corea",16
"740","credit",16
"741","event",16
"742","evidence",16
"743","glass",16
"744","heaven",16
"745","held",16
"746","human",16
"747","hypocrisy",16
"748","ist",16
"749","ivanka",16
"750","jominki",16
"751","korean's",16
"752","lahore",16
"753","marketplace",16
"754","personal",16
"755","political",16
"756","politics",16
"757","pressure",16
"758","reports",16
"759","republican",16
"760","send",16
"761","sleepover",16
"762","snsd's",16
"763","statement",16
"764","top",16
"765","trumpcolluded",16
"766","von",16
"767","womengrow",16
"768","word",16
"769","write",16
"770","13",15
"771","15",15
"772","2002",15
"773","3_",15
"774","45",15
"775","8m",15
"776","act",15
"777","allowed",15
"778","amber",15
"779","ass",15
"780","boycottabc",15
"781","center",15
"782","chat",15
"783","close",15
"784","collapse",15
"785","creep",15
"786","creepy",15
"787","daca",15
"788","dan",15
"789","date",15
"790","defend",15
"791","discusses",15
"792","doctor",15
"793","er",15
"794","exclusive",15
"795","fits",15
"796","form",15
"797","hearing",15
"798","htt",15
"799","individuals",15
"800","jo",15
"801","joybehar",15
"802","level",15
"803","megan",15
"804","melissa",15
"805","nashville",15
"806","play",15
"807","ponpublic",15
"808","pro",15
"809","promote",15
"810","queen",15
"811","rachel",15
"812","reporter",15
"813","ro",15
"814","sale",15
"815","schools",15
"816","sexualpredator",15
"817","staring",15
"818","tambi",15
"819","tco",15
"820","thread",15
"821","timely",15
"822","tweeting",15
"823","water",15
"824","110",14
"825","57",14
"826","acceptable",14
"827","accountable",14
"828","announced",14
"829","anymore",14
"830","based",14
"831","boy",14
"832","cbc",14
"833","churchtoo",14
"834","cohen",14
"835","common",14
"836","domestic",14
"837","education",14
"838","fashion",14
"839","feminists",14
"840","festival",14
"841","freedom",14
"842","gate",14
"843","genuinely",14
"844","han",14
"845","hypocrites",14
"846","icymi",14
"847","inmates",14
"848","ireland",14
"849","jordan",14
"850","lawsuit",14
"851","line",14
"852","med",14
"853","movie",14
"854","mozart",14
"855","nashville's",14
"856","oprah",14
"857","perfect",14
"858","perfectly",14
"859","podcast",14
"860","politique",14
"861","professor",14
"862","questions",14
"863","realize",14
"864","reducir",14
"865","romance",14
"866","safe",14
"867","serie",14
"868","sexist",14
"869","sjackson",14
"870","society",14
"871","som",14
"872","steve",14
"873","straight",14
"874","strange",14
"875","sydney",14
"876","tf",14
"877","trending",14
"878","ver",14
"879","ya",14
"880","03",13
"881","14",13
"882","20_",13
"883","26",13
"884","50",13
"885","accusations",13
"886","adult",13
"887","again.needs",13
"888","agree",13
"889","angel",13
"890","boys",13
"891","captures",13
"892","caras",13
"893","consensual",13
"894","corrections",13
"895","courageous",13
"896","darkened",13
"897","denunciar",13
"898","dialogue",13
"899","didn",13
"900","digital",13
"901","due",13
"902","erasure",13
"903","estas",13
"904","everyday",13
"905","expect",13
"906","fake",13
"907","fear",13
"908","fightfor15",13
"909","firma",13
"910","fund",13
"911","gary",13
"912","gay",13
"913","greedy",13
"914","guys",13
"915","hr",13
"916","ht",13
"917","illegal",13
"918","investigated",13
"919","jae",13
"920","melsec",13
"921","mi",13
"922","milking",13
"923","millions",13
"924","minutes",13
"925","morning",13
"926","mosque",13
"927","mp",13
"928","narrative",13
"929","nowwhat",13
"930","obama",13
"931","og",13
"932","parenting",13
"933","pedowood",13
"934","policy",13
"935","prisoners",13
"936","protests",13
"937","pushing",13
"938","requested",13
"939","risk",13
"940","roger",13
"941","senator",13
"942","sleep",13
"943","spent",13
"944","started",13
"945","strinktheory",13
"946","stuff",13
"947","suicide",13
"948","sxsw",13
"949","terrorist",13
"950","treated",13
"951","tweet",13
"952","undergo",13
"953","understand",13
"954","update",13
"955","vraiment",13
"956","wait",13
"957","wave",13
"958","win",13
"959","woman's",13
"960","wrote",13
"961","17_",12
"962","1billionrising",12
"963","admitted",12
"964","advice",12
"965","allaboutwomen",12
"966","beautiful",12
"967","beauty",12
"968","blocked",12
"969","books",12
"970","break",12
"971","bullshit",12
"972","ca",12
"973","catholic",12
"974","charge",12
"975","compensate",12
"976","conversations",12
"977","convo",12
"978","create",12
"979","dead",12
"980","den",12
"981","destroying",12
"982","difference",12
"983","doc",12
"984","embracingmyself",12
"985","empowerment",12
"986","enfoca",12
"987","engagement",12
"988","europeos",12
"989","feels",12
"990","focus",12
"991","follow",12
"992","freedom's",12
"993","gazette",12
"994","germany",12
"995","happen",12
"996","harris",12
"997","harvard",12
"998","headed",12
"999","healing",12
"1000","het",12
"1001","honesty",12
"1002","hurt",12
"1003","infiltrated",12
"1004","info",12
"1005","innocent",12
"1006","jihadists",12
"1007","ki",12
"1008","laws",12
"1009","lives",12
"1010","lover",12
"1011","matter",12
"1012","mayoritariamente",12
"1013","mejor",12
"1014","months",12
"1015","morningjoe",12
"1016","moved",12
"1017","mx",12
"1018","nouveau",12
"1019","num",12
"1020","pdf1",12
"1021","pens",12
"1022","posted",12
"1023","protesting",12
"1024","push",12
"1025","redesociales",12
"1026","retrouvez",12
"1027","revelations",12
"1028","schuman",12
"1029","secret",12
"1030","semana",12
"1031","series",12
"1032","ses",12
"1033","shareexpose",12
"1034","single",12
"1035","site",12
"1036","sommes",12
"1037","speakers",12
"1038","special",12
"1039","stain",12
"1040","survive",12
"1041","team",12
"1042","tie",12
"1043","topic",12
"1044","trans",12
"1045","tu",12
"1046","urging",12
"1047","ut",12
"1048","va",12
"1049","vi",12
"1050","wall",12
"1051","wife",12
"1052","words",12
"1053","120db",11
"1054","180226",11
"1055","2010",11
"1056","2019",11
"1057","abc",11
"1058","abt",11
"1059","account",11
"1060","actions",11
"1061","ailes",11
"1062","als",11
"1063","anthology",11
"1064","asia",11
"1065","auch",11
"1066","av",11
"1067","backlash",11
"1068","bannon",11
"1069","barry",11
"1070","benjamin's",11
"1071","billionaire",11
"1072","bitcoin",11
"1073","breakingnews",11
"1074","business",11
"1075","cdnpoli",11
"1076","ce",11
"1077","cis",11
"1078","citations",11
"1079","combat",11
"1080","confirmed",11
"1081","couple",11
"1082","culo",11
"1083","customer",11
"1084","dept",11
"1085","destroy",11
"1086","details",11
"1087","dir",11
"1088","discrimination",11
"1089","discuss",11
"1090","documental",11
"1091","domesticabuse",11
"1092","emily",11
"1093","enovaaw",11
"1094","epic",11
"1095","esta",11
"1096","estrellalatinadeinternetlospolinesios",11
"1097","false",11
"1098","foi",11
"1099","folks",11
"1100","footage",11
"1101","grey",11
"1102","handsome",11
"1103","hashtags",11
"1104","head",11
"1105","healthy",11
"1106","heforshe",11
"1107","hell",11
"1108","heroes",11
"1109","highly",11
"1110","hospo",11
"1111","hurting",11
"1112","importance",11
"1113","islamic",11
"1114","kca",11
"1115","knees",11
"1116","knife",11
"1117","min",11
"1118","moderator",11
"1119","moments",11
"1120","nature",11
"1121","nelson",11
"1122","neverag",11
"1123","nigeria",11
"1124","nou",11
"1125","noun",11
"1126","oldman",11
"1127","opalismeeee",11
"1128","orgulloso",11
"1129","palestinian",11
"1130","panels",11
"1131","parliament",11
"1132","parte",11
"1133","pas",11
"1134","pay",11
"1135","pentownhall",11
"1136","photos",11
"1137","pictures",11
"1138","police",11
"1139","process",11
"1140","prostitution",11
"1141","race",11
"1142","raise",11
"1143","recommend",11
"1144","released",11
"1145","republicans",11
"1146","rising",11
"1147","sacrifice",11
"1148","shares",11
"1149","shareusa",11
"1150","shift",11
"1151","short",11
"1152","slap",11
"1153","slept",11
"1154","sources",11
"1155","spank",11
"1156","struggles",11
"1157","svpol",11
"1158","talalay",11
"1159","testicular",11
"1160","threat",11
"1161","timeisnow",11
"1162","treat",11
"1163","tribute",11
"1164","unexpectedly",11
"1165","visit",11
"1166","western",11
"1167","witness",11
"1168","womaninbiz",11
"1169","women4trump",11
"1170","womenssixnations",11
"1171","wonderful",11
"1172","_3",10
"1173","2002_",10
"1174","abc's",10
"1175","activism",10
"1176","actors",10
"1177","alice",10
"1178","alleged",10
"1179","americans",10
"1180","amjoy",10
"1181","asi",10
"1182","au",10
"1183","aus",10
"1184","author",10
"1185","beh",10
"1186","bre",10
"1187","cadem2018",10
"1188","campus",10
"1189","clock",10
"1190","collection",10
"1191","complaints",10
"1192","concerned",10
"1193","cry",10
"1194","decision",10
"1195","democratic",10
"1196","di",10
"1197","diadelam",10
"1198","dimentica",10
"1199","donald",10
"1200","dynamics",10
"1201","employees",10
"1202","encuentro",10
"1203","entona",10
"1204","eu",10
"1205","evaluatio",10
"1206","exchange",10
"1207","eyes",10
"1208","faneromeni",10
"1209","fans",10
"1210","favor",10
"1211","feed",10
"1212","ff",10
"1213","gain",10
"1214","girlpower",10
"1215","gracias",10
"1216","guncontrol",10
"1217","har",10
"1218","helped",10
"1219","hijab",10
"1220","host",10
"1221","hoy",10
"1222","idea",10
"1223","insp",10
"1224","internationalwomansday",10
"1225","jessica",10
"1226","journal",10
"1227","juanita",10
"1228","legal",10
"1229","legitimacy",10
"1230","lewinsky's",10
"1231","living",10
"1232","lost",10
"1233","magicofstorytelling",10
"1234","manager",10
"1235","mo",10
"1236","mock",10
"1237","monnin",10
"1238","moral",10
"1239","movimientos",10
"1240","mwr2018",10
"1241","nacional",10
"1242","narra",10
"1243","nation",10
"1244","netizen",10
"1245","nicosia",10
"1246","ny",10
"1247","online",10
"1248","op",10
"1249","os",10
"1250","pageant",10
"1251","panelists",10
"1252","pedogate",10
"1253","petizione",10
"1254","pouring",10
"1255","ppl",10
"1256","predators",10
"1257","pride",10
"1258","primera",10
"1259","problema",10
"1260","pushed",10
"1261","questioned",10
"1262","quo",10
"1263","quote",10
"1264","racist",10
"1265","raping",10
"1266","reading",10
"1267","reality",10
"1268","relationships",10
"1269","resources",10
"1270","respect",10
"1271","respected",10
"1272","responsible",10
"1273","rosearmy",10
"1274","russian",10
"1275","sam",10
"1276","seguir",10
"1277","ser",10
"1278","sheena",10
"1279","sich",10
"1280","silent",10
"1281","song",10
"1282","spe",10
"1283","speech",10
"1284","square",10
"1285","stands",10
"1286","step",10
"1287","stormy",10
"1288","subject",10
"1289","sunday",10
"1290","super",10
"1291","tale",10
"1292","tech",10
"1293","thursdaythoughts",10
"1294","tienen",10
"1295","trouble",10
"1296","ttt",10
"1297","universal",10
"1298","uplifting",10
"1299","uso",10
"1300","veterans",10
"1301","vez",10
"1302","violenza",10
"1303","virtual",10
"1304","warning",10
"1305","watched",10
"1306","wolfe",10
"1307","worldcup2018",10
"1308","youre",10
"1309","yr",10
"1310","zola",10
"1311","zu",10
"1312","abrazo",9
"1313","abuses",9
"1314","abusos",9
"1315","admited",9
"1316","aids",9
"1317","aidtoo",9
"1318","allwomencount",9
"1319","americansfirst",9
"1320","andrew",9
"1321","antifa",9
"1322","apparently",9
"1323","arte",9
"1324","auf",9
"1325","avoid",9
"1326","bending",9
"1327","boa",9
"1328","bono",9
"1329","boss",9
"1330","boston",9
"1331","button",9
"1332","cadetbonespurs",9
"1333","california",9
"1334","caring",9
"1335","caught",9
"1336","celebrating",9
"1337","changemaker",9
"1338","chavez",9
"1339","chris",9
"1340","city",9
"1341","companies",9
"1342","concert",9
"1343","congress",9
"1344","crying",9
"1345","ctima",9
"1346","dar",9
"1347","discussions",9
"1348","diversity",9
"1349","dobbs",9
"1350","dreamers",9
"1351","easy",9
"1352","editors",9
"1353","embarrassment",9
"1354","entender",9
"1355","excited",9
"1356","expor",9
"1357","expose",9
"1358","exposed",9
"1359","files",9
"1360","friend",9
"1361","fue",9
"1362","fuerte",9
"1363","grateful",9
"1364","guest",9
"1365","guy",9
"1366","hands",9
"1367","harasser",9
"1368","hecho",9
"1369","hero",9
"1370","hino",9
"1371","hombres",9
"1372","incredible",9
"1373","inte",9
"1374","isn",9
"1375","je",9
"1376","johntravolta",9
"1377","joins",9
"1378","ken",9
"1379","keynote",9
"1380","killed",9
"1381","kim",9
"1382","laboral",9
"1383","lapd",9
"1384","letter",9
"1385","lucky",9
"1386","maria",9
"1387","married",9
"1388","matrix",9
"1389","medicine",9
"1390","meeting",9
"1391","momentum",9
"1392","monday",9
"1393","mondaymotivation",9
"1394","monde",9
"1395","mouvement",9
"1396","mustread",9
"1397","nicole",9
"1398","nightline",9
"1399","niunamenos",9
"1400","olympics",9
"1401","paid",9
"1402","pants",9
"1403","parole",9
"1404","phoenixes",9
"1405","planet",9
"1406","potential",9
"1407","progress",9
"1408","raising",9
"1409","reason",9
"1410","reflections",9
"1411","releases",9
"1412","reporting",9
"1413","resignsheriffisrael",9
"1414","sending",9
"1415","sense",9
"1416","service",9
"1417","setherfree",9
"1418","setting",9
"1419","sexuales",9
"1420","similar",9
"1421","singer",9
"1422","singing",9
"1423","skyddsombuden",9
"1424","slutsky",9
"1425","spring",9
"1426","staff",9
"1427","stay",9
"1428","student",9
"1429","sum",9
"1430","tampoco",9
"1431","tanto",9
"1432","taxscam",9
"1433","teaching",9
"1434","texasindependenceday",9
"1435","toback",9
"1436","tr",9
"1437","trumptrain",9
"1438","trust",9
"1439","twitt",9
"1440","updates",9
"1441","usado",9
"1442","visar",9
"1443","war",9
"1444","wie",9
"1445","witchhunt",9
"1446","womenempowerment",9
"1447","womensday2018",9
"1448","wow",9
"1449","1908",8
"1450","2016",8
"1451","2020",8
"1452","2a",8
"1453","3.8",8
"1454","52",8
"1455","abj's",8
"1456","ac",8
"1457","activateguardianambassadors",8
"1458","added",8
"1459","affaire",8
"1460","affairs",8
"1461","agenda",8
"1462","aggressor",8
"1463","ahoraeselmomento",8
"1464","aid",8
"1465","aim",8
"1466","airing",8
"1467","alas",8
"1468","am2dm",8
"1469","amargo",8
"1470","anger",8
"1471","angry",8
"1472","anita",8
"1473","app",8
"1474","attacks",8
"1475","badaxewomen",8
"1476","ban",8
"1477","bat",8
"1478","bel",8
"1479","bestfanarmy",8
"1480","born",8
"1481","brand",8
"1482","buddies",8
"1483","bunch",8
"1484","bury",8
"1485","cann",8
"1486","carpet",8
"1487","casos",8
"1488","changing",8
"1489","china",8
"1490","chocolate",8
"1491","cnica",8
"1492","colleague",8
"1493","commissioner",8
"1494","complexities",8
"1495","contempor",8
"1496","continues",8
"1497","contract",8
"1498","core",8
"1499","countries",8
"1500","daniel",8
"1501","dayjust",8
"1502","define",8
"1503","democracy",8
"1504","denigrating",8
"1505","denunciado",8
"1506","desatado",8
"1507","dig",8
"1508","disabled",8
"1509","discussed",8
"1510","doctorwho",8
"1511","documentary",8
"1512","documented",8
"1513","easily",8
"1514","educate",8
"1515","embrace",8
"1516","emerges",8
"1517","esa",8
"1518","estos",8
"1519","excellent",8
"1520","experienced",8
"1521","experiences",8
"1522","franken",8
"1523","frauen",8
"1524","friday",8
"1525","friends",8
"1526","funny",8
"1527","genderequity",8
"1528","georgia",8
"1529","giving",8
"1530","glad",8
"1531","gran",8
"1532","grow",8
"1533","harassing",8
"1534","hasta",8
"1535","hat",8
"1536","hcxo",8
"1537","helping",8
"1538","herd's",8
"1539","hide",8
"1540","highlighting",8
"1541","hollywoodhypocrites",8
"1542","howard",8
"1543","http",8
"1544","hundreds",8
"1545","hunt",8
"1546","ich",8
"1547","ideology",8
"1548","ignores",8
"1549","immigrant",8
"1550","impact",8
"1551","incarcerated",8
"1552","india",8
"1553","infant",8
"1554","infinitechallenge",8
"1555","inspirada",8
"1556","institutions",8
"1557","int",8
"1558","interpreted",8
"1559","japanwetoo",8
"1560","kindle",8
"1561","kitchen",8
"1562","krauss",8
"1563","launch",8
"1564","lectura",8
"1565","lgbtq",8
"1566","likes",8
"1567","live",8
"1568","ll",8
"1569","lovely",8
"1570","ma",8
