"","word","n"
"129","stories",122
"130","ve",122
"131","morningjoe",121
"132","speaking",121
"133","start",121
"134","con",120
"135","stop",120
"136","amjoy",119
"137","ff",119
"138","los",119
"139","truth",119
"140","confusion",118
"141","und",118
"142","1000",117
"143","am2dm",117
"144","bestfanarmy",117
"145","iwd2018",117
"146","nowplaying",117
"147","np",117
"148","pmjoy",117
"149","wird",117
"150","clears",116
"151","mash",116
"152","posed",116
"153","feminist",115
"154","fridayfeeling",115
"155","inspired",115
"156","speak",115
"157","uni",115
"158","ptsd",113
"159","som",113
"160","assaulted",111
"161","public",111
"162","survivors",111
"163","worldwide",110
"164","wrong",110
"165","friyay",109
"166","usa",109
"167","dchen",108
"168","life",108
"169","book",107
"170","fakenews",105
"171","snsd",105
"172","call",104
"173","lyrics",104
"174","movimiento",104
"175","speech",104
"176","lgbt",103
"177","shit",103
"178","chorus",102
"179","share",102
"180","babys",101
"181","cuatro",101
"182","rachel",101
"183","remix",101
"184","rewrote",101
"185","rights",101
"186","est",100
"187","person",100
"188","schlimmste",100
"189","britische",99
"190","ha",99
"191","strength",99
"192","talk",99
"193","talking",99
"194","teil",99
"195","article",98
"196","don",96
"197","itnw",96
"198","powerful",96
"199","retweet",96
"200","steve",95
"201","wynn",95
"202","ewha",94
"203","money",94
"204","funny",93
"205","4",92
"206","des",92
"207","girl",92
"208","psa",92
"209","para",91
"210","spoke",91
"211","su",91
"212","uncomfortable",91
"213","contact",90
"214","korea",90
"215","och",90
"216","rose",90
"217","absolute",89
"218","discussion",89
"219","south",89
"220","tonight",89
"221","workplace",89
"222","film",88
"223","pour",88
"224","class",87
"225","control",87
"226","resist",87
"227","students",87
"228","times",87
"229","founder",86
"230","issue",86
"231","evan",85
"232","harvey",85
"233","interview",85
"234","ladies",85
"235","ni",85
"236","wood",85
"237","canada",84
"238","idol",83
"239","justice",83
"240","school",83
"241","live",82
"242","ahead",81
"243","international",81
"244","sobre",81
"245","economic",80
"246","hope",80
"247","piece",80
"248","culture",79
"249","march",79
"250","sotu",79
"251","theresistance",79
"252","wetoo",79
"253","brought",78
"254","conversation",78
"255","move",78
"256","felony",77
"257","mueller",77
"258","tv",77
"259","blacklivesmatter",76
"260","essay",76
"261","guys",76
"262","watching",76
"263","consent",75
"264","allegations",74
"265","democrat",74
"266","ein",74
"267","lo",74
"268","society",74
"269","accusers",73
"270","child",73
"271","hashtag",73
"272","makes",73
"273","sich",73
"274","week",73
"275","remember",72
"276","stateofourunion",72
"277","type",72
"278","bad",71
"279","changing",71
"280","finally",71
"281","gender",71
"282","happy",71
"283","hurt",71
"284","liberal",71
"285","sexualassault",71
"286","taking",71
"287","helped",70
"288","hypocrisy",70
"289","podcast",70
"290","shared",70
"291","6",69
"292","address",69
"293","avantino_racismmatteorenzi4marzohow_to",69
"294","campagnaelettoralepd",69
"295","changestopabuse",69
"296","fbicorruption",69
"297","global",69
"298","hosted",69
"299","light",69
"300","ago",68
"301","gop",68
"302","ivanka",68
"303","protecting",68
"304","actress",67
"305","awards",67
"306","balancetonporc",67
"307","comey",67
"308","national",67
"309","andrewmccabe",66
"310","conservative",66
"311","lives",66
"312","single",66
"313","sur",66
"314","twitter",66
"315","dont",65
"316","rrbc",65
"317","shares",65
"318","wake",65
"319","2016",64
"320","court",64
"321","dating",64
"322","free",64
"323","lies",64
"324","sign",64
"325","starring",64
"326","thinking",64
"327","det",63
"328","emerging",63
"329","forum",63
"330","gaslight",63
"331","leading",63
"332","mujeres",63
"333","sin",63
"334","starts",63
"335","te",63
"336","america",62
"337","calling",62
"338","ceo",62
"339","generation",62
"340","law",62
"341","strong",62
"342","time's",62
"343","wear",62
"344","womensday",62
"345","att",61
"346","care",61
"347","htt",61
"348","protect",61
"349","sexabusescandalrecap:as",61
"350","agree",60
"351","como",60
"352","debate",60
"353","die's",60
"354","double",60
"355","episode",60
"356","office",60
"357","om",60
"358","opinion",60
"359","womenshistorymonth",60
"360","ll",59
"361","talks",59
"362","witch",59
"363","100",58
"364","das",58
"365","feminists",58
"366","glad",58
"367","hard",58
"368","history",58
"369","kellcey",58
"370","meto",58
"371","notme",58
"372","question",58
"373","raped",58
"374","saturdaymorni",58
"375","sexualharassment",58
"376","amazing",57
"377","calls",57
"378","check",57
"379","dem",57
"380","japan",57
"381","lot",57
"382","message",57
"383","party",57
"384","abuso",56
"385","display",56
"386","represent",56
"387","son",56
"388","van",56
"389","acoso",55
"390","called",55
"391","heart",55
"392","means",55
"393","si",55
"394","backlash",54
"395","ber",54
"396","campa",54
"397","democrats",54
"398","em",54
"399","hat",54
"400","muslim",54
"401","season",54
"402","sexuall",54
"403","tired",54
"404","touch",54
"405","true",54
"406","feel",53
"407","happened",53
"408","kelly",53
"409","left",53
"410","pass",53
"411","technology",53
"412","trumprussia",53
"413","00",52
"414","ca",52
"415","fair",52
"416","internationalwomensdaythese",52
"417","learn",52
"418","quiet",52
"419","released",52
"420","ruined",52
"421","wom",52
"422","womensmarch2018",52
"423","1st",51
"424","daca",51
"425","hitting",51
"426","ich",51
"427","korean",51
"428","listen",51
"429","marchforourlives",51
"430","misconduct",51
"431","panel",51
"432","politics",51
"433","touching",51
"434","une",51
"435","asia",50
"436","da",50
"437","due",50
"438","fashion",50
"439","hear",50
"440","home",50
"441","maintenantonagit",50
"442","opportunity",50
"443","spotlight",50
"444","survivor",50
"445","told",50
"446","uk",50
"447","anonymously",49
"448","brave",49
"449","career",49
"450","comments",49
"451","common",49
"452","fighting",49
"453","idea",49
"454","naver",49
"455","proud",49
"456","voices",49
"457","yeah",49
"458","action",48
"459","claims",48
"460","director",48
"461","set",48
"462","shame",48
"463","sonyejin",48
"464","top",48
"465","worker",48
"466","anti",47
"467","avec",47
"468","children",47
"469","developed",47
"470","f4",47
"471","found",47
"472","god",47
"473","gonna",47
"474","hold",47
"475","knowle",47
"476","lawyers",47
"477","response",47
"478","reveals",47
"479","star",47
"480","status",47
"481","cnn",46
"482","cosby",46
"483","iartg",46
"484","importance",46
"485","issues",46
"486","kells",46
"487","oscar",46
"488","respect",46
"489","texas",46
"490","tu",46
"491","voice",46
"492","bring",45
"493","community",45
"494","deafening",45
"495","father",45
"496","fight",45
"497","guy",45
"498","night",45
"499","run",45
"500","weinstein's",45
"501","zu",45
"502","block",44
"503","cdnpoli",44
"504","celebrate",44
"505","democracy",44
"506","dr",44
"507","er",44
"508","family",44
"509","fire",44
"510","hit",44
"511","james",44
"512","parkland",44
"513","past",44
"514","photo",44
"515","sad",44
"516","sexism",44
"517","tomorrow",44
"518","trudeau",44
"519","tweets",44
"520","7",43
"521","blog",43
"522","cair",43
"523","courage",43
"524","du",43
"525","harassed",43
"526","hombres",43
"527","immigrant",43
"528","inspiring",43
"529","nyt",43
"530","outrage",43
"531","pa",43
"532","reporting",43
"533","set's",43
"534","tweet",43
"535","120db",42
"536","academy",42
"537","award",42
"538","cuando",42
"539","discussing",42
"540","domesticviolence",42
"541","earlier",42
"542","education",42
"543","equal",42
"544","jesus",42
"545","lapd",42
"546","meet",42
"547","sexualabuse",42
"548","special",42
"549","stateoftheunion",42
"550","trial",42
"551","ur",42
"552","wife",42
"553","womensmarch",42
"554","workers",42
"555","wron",42
"556","york",42
"557","canadian",41
"558","continue",41
"559","dropping",41
"560","fake",41
"561","guilty",41
"562","honor",41
"563","joe",41
"564","kacey",41
"565","kobe",41
"566","london",41
"567","marie",41
"568","mit",41
"569","movimento",41
"570","write",41
"571","2012",40
"572","alleged",40
"573","cite",40
"574","davos",40
"575","denied",40
"576","equality",40
"577","haven",40
"578","il",40
"579","leaders",40
"580","listening",40
"581","loses",40
"582","months",40
"583","nra",40
"584","pas",40
"585","political",40
"586","push",40
"587","qui",40
"588","reports",40
"589","sie",40
"590","version",40
"591","20",39
"592","attention",39
"593","created",39
"594","inappropriate",39
"595","offender",39
"596","social",39
"597","takes",39
"598","telling",39
"599","16",38
"600","30",38
"601","50_",38
"602","actor",38
"603","auspol",38
"604","blm",38
"605","china",38
"606","chose",38
"607","churchtoo",38
"608","csw62",38
"609","dit",38
"610","doesn",38
"611","faith",38
"612","forget",38
"613","ja",38
"614","jimmy",38
"615","lead",38
"616","lol",38
"617","met",38
"618","mike",38
"619","nigerian",38
"620","pictures",38
"621","silent",38
"622","supporting",38
"623","supports",38
"624","sxsw",38
"625","tambi",38
"626","xico",38
"627","activists",37
"628","au",37
"629","awareness",37
"630","camille",37
"631","celebrities",37
"632","chef",37
"633","femmes",37
"634","health",37
"635","hommes",37
"636","je",37
"637","mental",37
"638","minister",37
"639","modern",37
"640","paglia",37
"641","par",37
"642","radio",37
"643","rapist",37
"644","red",37
"645","serial",37
"646","song",37
"647","standing",37
"648","started",37
"649","trending",37
"650","unter",37
"651","vocalist",37
"652","wenn",37
"653","act",36
"654","awkward",36
"655","bryant",36
"656","burke",36
"657","car",36
"658","chelsea",36
"659","den",36
"660","didn",36
"661","entire",36
"662","exclusive",36
"663","faculty",36
"664","jones",36
"665","leadership",36
"666","memoir",36
"667","misandry",36
"668","obama",36
"669","reese",36
"670","sexuality",36
"671","temps",36
"672","tre",36
"673","witherspoon",36
"674","writers",36
"675","yrs",36
"676","beatsnbeauty",35
"677","christine",35
"678","condoning",35
"679","days",35
"680","dj",35
"681","front",35
"682","gross",35
"683","happen",35
"684","hill",35
"685","jayz",35
"686","liberty",35
"687","nonstop",35
"688","pay",35
"689","perpetrator",35
"690","protest",35
"691","ready",35
"692","recent",35
"693","resistance",35
"694","revelations",35
"695","sofi",35
"696","songstress",35
"697","target",35
"698","uber",35
"699","understand",35
"700","vote",35
"701","written",35
"702","wrote",35
"703","als",34
"704","answer",34
"705","dans",34
"706","fran",34
"707","het",34
"708","honest",34
"709","hypocrites",34
"710","ian1",34
"711","kids",34
"712","larry",34
"713","miss",34
"714","nassar",34
"715","nowwhat",34
"716","pennsylvania",34
"717","performer",34
"718","protesting",34
"719","restaurants",34
"720","sandeul",34
"721","tarana",34
"722","west",34
"723","words",34
"724","wow",34
"725","60",33
"726","apr",33
"727","building",33
"728","business",33
"729","chami444",33
"730","confession",33
"731","day2day1nsociety",33
"732","deal",33
"733","defense",33
"734","demand",33
"735","deserve",33
"736","exploded",33
"737","fan",33
"738","gun",33
"739","ideological",33
"740","lasd",33
"741","late",33
"742","mention",33
"743","movie",33
"744","movies",33
"745","na",33
"746","personal",33
"747","pr",33
"748","qu'il",33
"749","revealed",33
"750","rise",33
"751","role",33
"752","surenosaryanos",33
"753","toxic",33
"754","x3",33
"755","activist",32
"756","activistbitches",32
"757","advocate",32
"758","apologize",32
"759","auf",32
"760","breaking",32
"761","bullying",32
"762","congress",32
"763","current",32
"764","debe",32
"765","discuss",32
"766","encourage",32
"767","false",32
"768","fr",32
"769","hillaryclinton",32
"770","impeachtrump",32
"771","investigation",32
"772","jennifer",32
"773","job",32
"774","judge",32
"775","niet",32
"776","perfect",32
"777","policy",32
"778","project",32
"779","qu",32
"780","supportive",32
"781","word",32
"782","worse",32
"783","american",31
"784","arrested",31
"785","august",31
"786","britishcolumbia",31
"787","catalyst",31
"788","cbc",31
"789","cc",31
"790","chat",31
"791","comment",31
"792","congresswoman",31
"793","contra",31
"794","davis",31
"795","debatte",31
"796","drawn",31
"797","ent",31
"798","excusing",31
"799","expect",31
"800","experience",31
"801","fear",31
"802","frauen",31
"803","fun",31
"804","golden",31
"805","harveyweinstein",31
"806","host",31
"807","immunity",31
"808","include",31
"809","major",31
"810","mayor",31
"811","mind",31
"812","mom",31
"813","op",31
"814","oprah",31
"815","quelques",31
"816","rally",31
"817","recordstoreday",31
"818","recordstoreday2018",31
"819","sea",31
"820","security",31
"821","ser",31
"822","speaker",31
"823","strongly",31
"824","system",31
"825","theatre",31
"826","timhortons",31
"827","vad",31
"828","vulnerable",31
"829","won",31
"830","youaretheproblemhere",31
"831","60_",30
"832","beginning",30
"833","boys",30
"834","deleteuber",30
"835","domestic",30
"836","guns",30
"837","head",30
"838","lady",30
"839","mentioned",30
"840","misogyny",30
"841","missing",30
"842","p2",30
"843","performing",30
"844","police",30
"845","pro",30
"846","realize",30
"847","respond",30
"848","rule",30
"849","series",30
"850","statement",30
"851","stevewynn",30
"852","strange",30
"853","train",30
"854","transformative",30
"855","treated",30
"856","wef18",30
"857","affair",29
"858","aise",29
"859","aliser",29
"860","asmsg",29
"861","battle",29
"862","board",29
"863","dad",29
"864","dass",29
"865","demanding",29
"866","democratic",29
"867","depuis",29
"868","farm",29
"869","form",29
"870","hour",29
"871","k12",29
"872","liberals",29
"873","moon",29
"874","os",29
"875","presse",29
"876","pressforprogress",29
"877","quelque",29
"878","received",29
"879","reckoning",29
"880","revelation",29
"881","review",29
"882","s'est",29
"883","sarah",29
"884","scandals",29
"885","st",29
"886","trauma",29
"887","um",29
"888","violencia",29
"889","wmentertainment",29
"890","aber",28
"891","abuser",28
"892","accountable",28
"893","accusing",28
"894","angels",28
"895","bankruptcy",28
"896","brown",28
"897","carpet",28
"898","changed",28
"899","debut",28
"900","estoy",28
"901","explain",28
"902","federal",28
"903","grammy",28
"904","hearing",28
"905","intense",28
"906","josh",28
"907","lawrence",28
"908","list",28
"909","mouvement",28
"910","paid",28
"911","perform",28
"912","reporte",28
"913","republican",28
"914","rest",28
"915","roses",28
"916","send",28
"917","stana",28
"918","stanning",28
"919","step",28
"920","tv's",28
"921","union",28
"922","wall",28
"923","wave",28
"924","winfrey",28
"925","14",27
"926","abusive",27
"927","acuerdo",27
"928","apology",27
"929","art",27
"930","di",27
"931","event",27
"932","fucking",27
"933","future",27
"934","giving",27
"935","highlighting",27
"936","immediately",27
"937","increases",27
"938","isn",27
"939","justin",27
"940","mujer",27
"941","muss",27
"942","progressives",27
"943","properly",27
"944","qu'el",27
"945","running",27
"946","ryan",27
"947","suicide",27
"948","thread",27
"949","violences",27
"950","worth",27
"951","8mars",26
"952","allowed",26
"953","aware",26
"954","bashing",26
"955","behaviour",26
"956","boycott",26
"957","brujas",26
"958","charlottesville",26
"959","cloud",26
"960","club",26
"961","continues.which",26
"962","covered",26
"963","crowd",26
"964","difference",26
"965","feminismo",26
"966","feminismwhy",26
"967","feministfriday",26
"968","follow",26
"969","globes",26
"970","hate",26
"971","hearourvoice",26
"972","helvete",26
"973","hr",26
"974","husband",26
"975","igen",26
"976","inequality",26
"977","internationalwomensday2018",26
"978","intervention",26
"979","keen",26
"980","lie",26
"981","linda",26
"982","mefirst",26
"983","moments",26
"984","moving",26
"985","noch",26
"986","nominate",26
"987","nowitsourtime",26
"988","og",26
"989","organization",26
"990","rapped",26
"991","register",26
"992","remind",26
"993","rpbp",26
"994","safe",26
"995","sexist",26
"996","silverfox",26
"997","sister",26
"998","stay",26
"999","tcot",26
"1000","terrorists",26
"1001","theme",26
"1002","todos",26
"1003","vanity",26
"1004","womensmarchnyc",26
"1005","13",25
"1006","2015",25
"1007","alt",25
"1008","bookboost",25
"1009","build",25
"1010","cacer",25
"1011","cancer",25
"1012","christian",25
"1013","claim",25
"1014","coverage",25
"1015","crews",25
"1016","crusade",25
"1017","d.c",25
"1018","david",25
"1019","dear",25
"1020","dialogue",25
"1021","enabler",25
"1022","featuring",25
"1023","food",25
"1024","friends",25
"1025","honored",25
"1026","including",25
"1027","inspire",25
"1028","joins",25
"1029","kt",25
"1030","laura",25
"1031","matter",25
"1032","military",25
"1033","misogynistic",25
"1034","nur",25
"1035","oscars2018",25
"1036","parliament",25
"1037","potential",25
"1038","racism",25
"1039","reason",25
"1040","secret",25
"1041","solidarity",25
"1042","stormy",25
"1043","stupid",25
"1044","terry",25
"1045","treat",25
"1046","trump's",25
"1047","ya",25
"1048","auch",24
"1049","batalla",24
"1050","boycottstateoftheunion",24
"1051","chain",24
"1052","choose",24
"1053","companies",24
"1054","convertirse",24
"1055","create",24
"1056","credibilidad",24
"1057","dan",24
"1058","dems",24
"1059","diainternacionaldelamujer",24
"1060","diversity",24
"1061","ed",24
"1062","esta",24
"1063","fund",24
"1064","grand",24
"1065","guest",24
"1066","hamas",24
"1067","hunt",24
"1068","kim",24
"1069","online",24
"1070","ou",24
"1071","performance",24
"1072","plea",24
"1073","process",24
"1074","raise",24
"1075","staring",24
"1076","themed",24
"1077","u.s",24
"1078","winning",24
"1079","wrenching",24
"1080","34",23
"1081","45",23
"1082","53",23
"1083","8pm",23
"1084","accusations",23
"1085","actions",23
"1086","advice",23
"1087","ahora",23
"1088","aldrig",23
"1089","attack",23
"1090","bet",23
"1091","bitter",23
"1092","bjud",23
"1093","boss",23
"1094","broken",23
"1095","condemned",23
"1096","cr4u",23
"1097","dc",23
"1098","dead",23
"1099","delivers",23
"1100","disabled",23
"1101","discrimination",23
"1102","disgusting",23
"1103","excellent",23
"1104","hand",23
"1105","hands",23
"1106","im",23
"1107","lagarde",23
"1108","mage",23
"1109","mentions",23
"1110","millennials",23
"1111","millions",23
"1112","minutes",23
"1113","mo",23
"1114","morning",23
"1115","nytt",23
"1116","paul",23
"1117","pero",23
"1118","posefor",23
"1119","pressure",23
"1120","pretty",23
"1121","reading",23
"1122","rsigg",23
"1123","senator",23
"1124","similar",23
"1125","sind",23
"1126","slavery",23
"1127","sold",23
"1128","student",23
"1129","team",23
"1130","urs",23
"1131","wo",23
"1132","zum",23
"1133","150",22
"1134","2020",22
"1135","adviser",22
"1136","aresimowicz",22
"1137","banned",22
"1138","based",22
"1139","begin",22
"1140","bringing",22
"1141","ce",22
"1142","childhoodcancer",22
"1143","church",22
"1144","comme",22
"1145","contre",22
"1146","ct",22
"1147","dare",22
"1148","defending",22
"1149","details",22
"1150","diploma",22
"1151","dylan",22
"1152","easy",22
"1153","empathic",22
"1154","finance",22
"1155","har",22
"1156","hehr",22
"1157","heute",22
"1158","hypocrite",22
"1159","info",22
"1160","investigated",22
"1161","jerome",22
"1162","joined",22
"1163","kent",22
"1164","kimmel",22
"1165","leftist",22
"1166","med",22
"1167","merced",22
"1168","momentum",22
"1169","mov",22
"1170","ne",22
"1171","ook",22
"1172","pig",22
"1173","pushed",22
"1174","questions",22
"1175","romance",22
"1176","runvoterun",22
"1177","sense",22
"1178","sharing",22
"1179","spousal",22
"1180","spread",22
"1181","surface",22
"1182","sus",22
"1183","teach",22
"1184","tech",22
"1185","topics",22
"1186","upcoming",22
"1187","va",22
"1188","warren",22
"1189","15",21
"1190","78",21
"1191","announced",21
"1192","ass",21
"1193","aus",21
"1194","boundaries",21
"1195","brilliant",21
"1196","brotherhood",21
"1197","caused",21
"1198","corporate",21
"1199","couple",21
"1200","creepy",21
"1201","dar",21
"1202","daughter",21
"1203","decades",21
"1204","defend",21
"1205","dern",21
"1206","evidence",21
"1207","excited",21
"1208","feature",21
"1209","feels",21
"1210","focus",21
"1211","friend",21
"1212","han",21
"1213","harass",21
"1214","held",21
"1215","hlou",21
"1216","impact",21
"1217","kerr",21
"1218","laws",21
"1219","level",21
"1220","mann",21
"1221","million",21
"1222","patrick",21
"1223","petition",21
"1224","presidential",21
"1225","roger",21
"1226","scumbagsofafeather",21
"1227","session",21
"1228","sexistes",21
"1229","sexy",21
"1230","stein",21
"1231","stuff",21
"1232","super",21
"1233","tf",21
"1234","vraimentpolitique",21
"1235","whispers",21
"1236","wie",21
"1237","win",21
"1238","yousur",21
"1239","zone",21
"1240","16_",20
"1241","affects",20
"1242","anymore",20
"1243","aufschrei",20
"1244","author",20
"1245","bandele",20
"1246","behavior",20
"1247","bigotry",20
"1248","bollywood_stopvulgarity",20
"1249","boy",20
"1250","break",20
"1251","center",20
"1252","changin",20
"1253","cheers",20
"1254","conversations",20
"1255","convicted",20
"1256","countries",20
"1257","cyprus",20
"1258","dir",20
"1259","empo",20
"1260","esto",20
"1261","fallon",20
"1262","file",20
"1263","french",20
"1264","groped",20
"1265","haben",20
"1266","harasser",20
"1267","hashtags",20
"1268","homeless",20
"1269","human",20
"1270","imagine",20
"1271","innocent",20
"1272","jail",20
"1273","jo",20
"1274","juanita",20
"1275","kesha",20
"1276","melena",20
"1277","mp",20
"1278","ontario",20
"1279","pose",20
"1280","publicly",20
"1281","quote",20
"1282","reality",20
"1283","rogerailes",20
"1284","ryzik",20
"1285","scene",20
"1286","schools",20
"1287","shift",20
"1288","sit",20
"1289","sports",20
"1290","topic",20
"1291","united",20
"1292","waiting",20
"1293","watched",20
"1294","wid",20
"1295","with:asha",20
"1296","1929",19
"1297","27_",19
"1298","50",19
"1299","actresses",19
"1300","adelamujer",19
"1301","aka",19
"1302","americans",19
"1303","anothe",19
"1304","applauds",19
"1305","av",19
"1306","bitcoin",19
"1307","blackout",19
"1308","bragged",19
"1309","budget",19
"1310","budget2018",19
"1311","cares",19
"1312","caught",19
"1313","censorsing",19
"1314","city",19
"1315","collective",19
"1316","continues",19
"1317","credit",19
"1318","eines",19
"1319","employees",19
"1320","gang",19
"1321","gary",19
"1322","germany",19
"1323","herald",19
"1324","huge",19
"1325","illegal",19
"1326","image",19
"1327","insane",19
"1328","likes",19
"1329","mais",19
"1330","narrative",19
"1331","nation",19
"1332","nice",19
"1333","parents",19
"1334","parte",19
"1335","pm",19
"1336","pol",19
"1337","prefer",19
"1338","promote",19
"1339","protesters",19
"1340","record",19
"1341","ren",19
"1342","republicans",19
"1343","site",19
"1344","socialmedia",19
"1345","street",19
"1346","subject",19
"1347","svpol",19
"1348","terrible",19
"1349","usccfwomen",19
"1350","vi",19
"1351","wait",19
"1352","war",19
"1353","warned",19
"1354","2002",18
"1355","abusers",18
"1356","acting",18
"1357","allen",18
"1358","alyssa",18
"1359","amendment",18
"1360","apparently",18
"1361","ar",18
"1362","censorship",18
"1363","chelseaclinton",18
"1364","creep",18
"1365","deneuve",18
"1366","difundo",18
"1367","discussions",18
"1368","donald",18
"1369","dreamers",18
"1370","emerge",18
"1371","endless",18
"1372","endorse",18
"1373","everyday",18
"1374","frau",18
"1375","freedom",18
"1376","gay",18
"1377","gazette",18
"1378","glass",18
"1379","helping",18
"1380","horror",18
"1381","hoy",18
"1382","icymi",18
"1383","interviewed",18
"1384","kinsella",18
"1385","korean's",18
"1386","lahore",18
"1387","lawsuit",18
"1388","line",18
"1389","lost",18
"1390","lov",18
"1391","ma",18
"1392","majority",18
"1393","marketplace",18
"1394","memoriam",18
"1395","multiple",18
"1396","nicole",18
"1397","numerous",18
"1398","nyc",18
"1399","offer",18
"1400","organizations",18
"1401","parenting",18
"1402","pens",18
"1403","poor",18
"1404","popular",18
"1405","positive",18
"1406","pound",18
"1407","pre",18
"1408","prison",18
"1409","queen",18
"1410","race",18
"1411","rancor",18
"1412","raping",18
"1413","readmytweets",18
"1414","ridiculous",18
"1415","rnc",18
"1416","seacrest",18
"1417","sensitive",18
"1418","sexuelles",18
"1419","shithole",18
"1420","short",18
"1421","shouting",18
"1422","sleepover",18
"1423","snsd's",18
"1424","space",18
"1425","stage",18
"1426","stars",18
"1427","straight",18
"1428","teen",18
"1429","today's",18
"1430","treason",18
"1431","tweeting",18
"1432","warum",18
"1433","water",18
"1434","weird",18
"1435","woman's",18
"1436","21",17
"1437","24",17
"1438","8m",17
"1439","abt",17
"1440","acceptable",17
"1441","actors",17
"1442","adult",17
"1443","aidtoo",17
"1444","ailes",17
"1445","allegation",17
"1446","america's",17
"1447","angel",17
"1448","anger",17
"1449","ba",17
"1450","beauty",17
"1451","beginnings",17
"1452","bel",17
"1453","blocked",17
"1454","bluewave2018",17
"1455","bullshit",17
"1456","byline",17
"1457","canada's",17
"1458","carter",17
"1459","cast",17
"1460","catherine",17
"1461","close",17
"1462","cmcp",17
"1463","colourful",17
"1464","convo",17
"1465","coreia",17
"1466","date",17
"1467","destroy",17
"1468","discusi",17
"1469","disturbing",17
"1470","doc",17
"1471","doctor",17
"1472","editor",17
"1473","editors",17
"1474","effect",17
"1475","eine",17
"1476","embarras",17
"1477","experiences",17
"1478","eyes",17
"1479","feed",17
"1480","fellow",17
"1481","femforum",17
"1482","founded",17
"1483","healing",17
"1484","heatherheyer",17
"1485","hits",17
"1486","ignore",17
"1487","immigrants",17
"1488","impeachment",17
"1489","leave",17
"1490","legal",17
"1491","letter",17
"1492","listens",17
"1493","lynda",17
"1494","mal",17
"1495","meets",17
"1496","mejor",17
"1497","meneither",17
"1498","mi",17
"1499","min",17
"1500","mir",17
"1501","month",17
"1502","moral",17
"1503","ny",17
"1504","oakland",17
"1505","october",17
"1506","offended",17
"1507","offenders",17
"1508","pence",17
"1509","perfectly",17
"1510","platform",17
"1511","praying",17
"1512","professor",17
"1513","pussy",17
"1514","relationships",17
"1515","sarsour",17
"1516","sexualpredatorinchief",17
"1517","slams",17
"1518","sleep",17
"1519","speakers",17
"1520","spot",17
"1521","staff",17
"1522","stands",17
"1523","sunday",17
"1524","taste",17
"1525","test",17
"1526","theyallknew",17
"1527","threatened",17
"1528","timely",17
"1529","visit",17
"1530","week's",17
"1531","writer",17
"1532","amber",16
"1533","anthology",16
"1534","antifa",16
"1535","blaming",16
"1536","blip",16
"1537","bully",16
"1538","campaigns",16
"1539","campus",16
"1540","candidate",16
"1541","celebrity",16
"1542","champion",16
"1543","china's",16
"1544","chris",16
"1545","column",16
"1546","concerned",16
"1547","confirmed",16
"1548","consult",16
"1549","corea",16
"1550","ctimas",16
"1551","daddy",16
"1552","decency",16
"1553","deeply",16
"1554","drama",16
"1555","empowerment",16
"1556","enablers",16
"1557","favor",16
"1558","fits",16
"1559","fuck",16
"1560","game",16
"1561","hace",16
"1562","harvard",16
"1563","heaven",16
"1564","hecho",16
"1565","hell",16
"1566","hier",16
"1567","individuals",16
"1568","jae",16
"1569","jominki",16
"1570","knees",16
"1571","learning",16
"1572","led",16
"1573","mcgowan",16
"1574","model",16
"1575","mosque",16
"1576","mustread",16
"1577","nary",16
