"","id","word","n"
"272","226-1269","de",2
"273","226-1270","women",2
"274","226-1290","de",2
"275","226-1290","sur",2
"276","226-1292","de",2
"277","226-1292","sur",2
"278","226-1294","de",2
"279","226-1294","sur",2
"280","226-1295","de",2
"281","226-1295","sur",2
"282","226-1298","lewinsky",2
"283","226-1325","surprised",2
"284","226-1333","hr",2
"285","226-1335","women",2
"286","226-1342","talk",2
"287","226-1347","lewinsky",2
"288","226-1367","faire",2
"289","226-1367","moins",2
"290","226-1372","je",2
"291","226-1375","share",2
"292","226-1376","share",2
"293","226-1397","nba",2
"294","226-143","campaign",2
"295","226-1430","en",2
"296","226-1430","una",2
"297","226-1434","jokes",2
"298","226-144","history",2
"299","226-1450","issue",2
"300","226-1456","millennials",2
"301","226-1458","speak",2
"302","226-1459","speak",2
"303","226-146","la",2
"304","226-1460","speak",2
"305","226-1463","bringt",2
"306","226-1463","debatte",2
"307","226-1463","die",2
"308","226-147","la",2
"309","226-148","la",2
"310","226-1483","wind",2
"311","226-1484","wind",2
"312","226-1485","wind",2
"313","226-1486","wind",2
"314","226-1487","complicit",2
"315","226-149","report",2
"316","226-1492","movement",2
"317","226-1492","trump",2
"318","226-15","person",2
"319","226-150","report",2
"320","226-1509","de",2
"321","226-1509","el",2
"322","226-1509","tu",2
"323","226-151","report",2
"324","226-1510","de",2
"325","226-1510","el",2
"326","226-1510","tu",2
"327","226-1516","en",2
"328","226-1516","una",2
"329","226-155","private",2
"330","226-1569","lewinsky",2
"331","226-1569","monica",2
"332","226-1572","de",2
"333","226-1572","decir",2
"334","226-1573","decir",2
"335","226-1577","sexual",2
"336","226-1578","golf",2
"337","226-1578","heid's",2
"338","226-1582","die",2
"339","226-1582","ist",2
"340","226-1582","und",2
"341","226-1586","das",2
"342","226-1591","en",2
"343","226-1591","una",2
"344","226-1594","le",2
"345","226-1594","les",2
"346","226-1594","qui",2
"347","226-1595","le",2
"348","226-1595","les",2
"349","226-1595","qui",2
"350","226-1597","deleteuber",2
"351","226-1598","deleteuber",2
"352","226-1599","deleteuber",2
"353","226-16","person",2
"354","226-1600","deleteuber",2
"355","226-1601","deleteuber",2
"356","226-1602","deleteuber",2
"357","226-1603","deleteuber",2
"358","226-1610","silence",2
"359","226-1612","en",2
"360","226-1612","una",2
"361","226-162","community",2
"362","226-163","community",2
"363","226-1648","husband",2
"364","226-1648","wife",2
"365","226-166","evolve",2
"366","226-1660","oppressed",2
"367","226-1660","witch",2
"368","226-1661","witch",2
"369","226-1664","fbi",2
"370","226-1665","bamos",2
"371","226-1665","de",2
"372","226-1665","impunidad",2
"373","226-1665","la",2
"374","226-1671","movement",2
"375","226-1671","radio",2
"376","226-1682","en",2
"377","226-1682","una",2
"378","226-1688","advantage",2
"379","226-1688","sluts",2
"380","226-1688","women",2
"381","226-1695","victims",2
"382","226-1695","women",2
"383","226-1696","women",2
"384","226-1697","women",2
"385","226-1698","movement",2
"386","226-1698","police",2
"387","226-17","und",2
"388","226-1722","manhood",2
"389","226-1726","fbi",2
"390","226-1727","fbi",2
"391","226-1728","fbi",2
"392","226-1729","fbi",2
"393","226-1733","fbi",2
"394","226-1734","fbi",2
"395","226-1735","fbi",2
"396","226-1736","fbi",2
"397","226-1739","york",2
"398","226-1740","york",2
"399","226-1741","fbi",2
"400","226-1742","fbi",2
"401","226-1749","angels",2
"402","226-1750","angels",2
"403","226-1751","angels",2
"404","226-1752","angels",2
"405","226-176","victims",2
"406","226-1761","angels",2
"407","226-177","victims",2
"408","226-1782","fbi",2
"409","226-1783","fbi",2
"410","226-1791","fbi",2
"411","226-1792","fbi",2
"412","226-1793","en",2
"413","226-1793","una",2
"414","226-1794","fbi",2
"415","226-1795","fbi",2
"416","226-1799","fbi",2
"417","226-18","deleteuber",2
"418","226-1800","fbi",2
"419","226-1802","silence",2
"420","226-1803","fbi",2
"421","226-1804","fbi",2
"422","226-1806","clinton",2
"423","226-1807","clinton",2
"424","226-1808","clinton",2
"425","226-1809","fbi",2
"426","226-1810","fbi",2
"427","226-1811","speak",2
"428","226-1814","speak",2
"429","226-1818","speak",2
"430","226-1823","power",2
"431","226-1824","actions",2
"432","226-1824","tweet",2
"433","226-1835","silence",2
"434","226-1845","bjp",2
"435","226-1846","bjp",2
"436","226-1847","die",2
"437","226-1848","die",2
"438","226-1849","timesup",2
"439","226-1857","fbi",2
"440","226-1858","fbi",2
"441","226-1864","por",2
"442","226-1866","hr",2
"443","226-1869","weinstein",2
"444","226-1878","es",2
"445","226-1878","para",2
"446","226-1878","vean",2
"447","226-1882","trump",2
"448","226-1885","fbi",2
"449","226-1886","fbi",2
"450","226-1891","de",2
"451","226-1891","en",2
"452","226-1892","de",2
"453","226-1892","en",2
"454","226-1893","de",2
"455","226-1893","en",2
"456","226-1894","de",2
"457","226-1894","en",2
"458","226-1895","de",2
"459","226-1895","en",2
"460","226-1896","de",2
"461","226-1896","en",2
"462","226-19","deleteuber",2
"463","226-1905","feel",2
"464","226-1906","fbi",2
"465","226-1907","fbi",2
"466","226-1912","fbi",2
"467","226-1913","fbi",2
"468","226-1941","fbi",2
"469","226-1942","fbi",2
"470","226-1948","gazette",2
"471","226-1950","gazette",2
"472","226-1952","gazette",2
"473","226-1954","gazette",2
"474","226-196","question",2
"475","226-197","question",2
"476","226-1976","inappropriate",2
"477","226-1978","inappropriate",2
"478","226-1980","inappropriate",2
"479","226-199","de",2
"480","226-199","en",2
"481","226-199","una",2
"482","226-1990","en",2
"483","226-1990","una",2
"484","226-1996","fbi",2
"485","226-1997","fbi",2
"486","226-20","deleteuber",2
"487","226-200","silence",2
"488","226-2015","fbi",2
"489","226-2016","fbi",2
"490","226-203","remind",2
"491","226-204","remind",2
"492","226-2040","fbi",2
"493","226-2041","fbi",2
"494","226-2048","lewinsky",2
"495","226-205","remind",2
"496","226-2056","fbi",2
"497","226-2057","fbi",2
"498","226-2064","si",2
"499","226-2073","en",2
"500","226-2073","una",2
"501","226-2078","timesup",2
"502","226-2082","day",2
"503","226-2082","excuse",2
"504","226-2082","leftist",2
"505","226-2083","empathy",2
"506","226-2086","en",2
"507","226-2086","una",2
"508","226-2091","liberal",2
"509","226-2095","silence",2
"510","226-2096","inspire",2
"511","226-2099","bill",2
"512","226-21","deleteuber",2
"513","226-2116","en",2
"514","226-2116","una",2
"515","226-2122","fbi",2
"516","226-2123","fbi",2
"517","226-2126","kellcey",2
"518","226-2127","kellcey",2
"519","226-2128","book",2
"520","226-2133","book",2
"521","226-2134","kells",2
"522","226-215","wetoo",2
"523","226-2153","fear",2
"524","226-2153","wethepeople",2
"525","226-2154","wethepeople",2
"526","226-2159","women",2
"527","226-2176","en",2
"528","226-2176","una",2
"529","226-22","deleteuber",2
"530","226-2200","la",2
"531","226-2201","la",2
"532","226-2203","annoyed",2
"533","226-2203","tired",2
"534","226-2204","annoyed",2
"535","226-2204","tired",2
"536","226-2205","mindr",2
"537","226-2229","fbi",2
"538","226-2230","fbi",2
"539","226-2234","wetoo",2
"540","226-2235","wetoo",2
"541","226-2245","la",2
"542","226-2245","qui",2
"543","226-2246","la",2
"544","226-2246","qui",2
"545","226-2247","la",2
"546","226-2247","qui",2
"547","226-2251","en",2
"548","226-2251","una",2
"549","226-2252","change",2
"550","226-228","ndn",2
"551","226-2324","lewinsky",2
"552","226-2333","honor",2
"553","226-2333","movement",2
"554","226-2333","notme",2
"555","226-2333","women",2
"556","226-2334","gran",2
"557","226-2335","gran",2
"558","226-2336","gran",2
"559","226-2337","movement",2
"560","226-2341","voting",2
"561","226-2344","fbi",2
"562","226-2345","fbi",2
"563","226-2348","votethemout",2
"564","226-2352","fbi",2
"565","226-2353","fbi",2
"566","226-2356","fbi",2
"567","226-2357","fbi",2
"568","226-2359","fbi",2
"569","226-2360","fbi",2
"570","226-2361","post",2
"571","226-24","victims",2
"572","226-24","women",2
"573","226-240","yr",2
"574","226-2408","debe",2
"575","226-2408","el",2
"576","226-2408","en",2
"577","226-2408","la",2
"578","226-2408","movimiento",2
"579","226-2408","una",2
"580","226-2409","en",2
"581","226-2409","una",2
"582","226-2411","fbi",2
"583","226-2412","fbi",2
"584","226-2413","victims",2
"585","226-243","power",2
"586","226-244","power",2
"587","226-2442","sexual",2
"588","226-2443","sexual",2
"589","226-2444","tech",2
"590","226-2445","sexual",2
"591","226-2446","tech",2
"592","226-2447","sexual",2
"593","226-2448","tech",2
"594","226-245","power",2
"595","226-2459","women",2
"596","226-2460","women",2
"597","226-2461","el",2
"598","226-2462","el",2
"599","226-2463","el",2
"600","226-2464","fbi",2
"601","226-2465","fbi",2
"602","226-247","claim",2
"603","226-2478","activity",2
"604","226-2478","engage",2
"605","226-2478","sexual",2
"606","226-248","wetoo",2
"607","226-2483","silence",2
"608","226-2484","fbi",2
"609","226-2485","fbi",2
"610","226-2494","comey",2
"611","226-2494","fbi",2
"612","226-2494","mueller",2
"613","226-2495","fbi",2
"614","226-2496","fbi",2
"615","226-2497","actions",2
"616","226-2498","comme",2
"617","226-2498","qu'elle",2
"618","226-2498","tre",2
"619","226-25","pr",2
"620","226-25","sum",2
"621","226-2521","korean",2
"622","226-2526","tink",2
"623","226-2527","tink",2
"624","226-2528","silence",2
"625","226-2529","silence",2
"626","226-255","rape",2
"627","226-26","pr",2
"628","226-26","sum",2
"629","226-261","remind",2
"630","226-262","remind",2
"631","226-263","remind",2
"632","226-264","remind",2
"633","226-265","remind",2
"634","226-266","remind",2
"635","226-268","4",2
"636","226-309","silence",2
"637","226-336","por",2
"638","226-336","una",2
"639","226-343","companies",2
"640","226-343","percent",2
"641","226-343","representation",2
"642","226-344","wife",2
"643","226-346","det",2
"644","226-369","glass",2
"645","226-385","silence",2
"646","226-391","glass",2
"647","226-394","glass",2
"648","226-418","nope",2
"649","226-424","hon",2
"650","226-425","women",2
"651","226-426","women",2
"652","226-427","die",2
"653","226-433","ensa",2
"654","226-445","el",2
"655","226-445","jur",2
"656","226-445","una",2
"657","226-446","una",2
"658","226-450","office",2
"659","226-467","bill",2
"660","226-474","de",2
"661","226-490","party",2
"662","226-496","london",2
"663","226-506","blaming",2
"664","226-507","silence",2
"665","226-511","cle",2
"666","226-515","sosua",2
"667","226-516","recent",2
"668","226-517","sosua",2
"669","226-521","change",2
"670","226-539","das",2
"671","226-539","ihr",2
"672","226-539","und",2
"673","226-540","und",2
"674","226-545","allies",2
"675","226-60","women",2
"676","226-64","deleteuber",2
"677","226-66","ll",2
"678","226-671","partly",2
"679","226-676","cowering",2
"680","226-676","girl",2
"681","226-68","shit",2
"682","226-687","fund",2
"683","226-687","legal",2
"684","226-693","community",2
"685","226-694","community",2
"686","226-695","community",2
"687","226-704","silence",2
"688","226-712","women",2
"689","226-721","movements",2
"690","226-724","dress",2
"691","226-724","laundry",2
"692","226-730","silence",2
"693","226-737","con",2
"694","226-737","de",2
"695","226-737","el",2
"696","226-737","se",2
"697","226-737","una",2
"698","226-755","da",2
"699","226-757","te",2
"700","226-758","consent",2
"701","226-771","time",2
"702","226-774","follow",2
"703","226-774","life",2
"704","226-774","motivational",2
"705","226-775","military",2
"706","226-778","en",2
"707","226-778","una",2
"708","226-789","en",2
"709","226-789","una",2
"710","226-790","en",2
"711","226-790","la",2
"712","226-791","en",2
"713","226-791","la",2
"714","226-792","en",2
"715","226-792","la",2
"716","226-805","en",2
"717","226-805","una",2
"718","226-82","de",2
"719","226-820","monica",2
"720","226-821","av",2
"721","226-822","av",2
"722","226-841","wetoo",2
"723","226-846","en",2
"724","226-846","una",2
"725","226-848","person",2
"726","226-849","person",2
"727","226-854","alle",2
"728","226-854","filme",2
"729","226-854","spacey",2
"730","226-855","call",2
"731","226-856","call",2
"732","226-857","call",2
"733","226-858","victims",2
"734","226-858","women",2
"735","226-859","call",2
"736","226-860","call",2
"737","226-861","call",2
"738","226-862","call",2
"739","226-863","en",2
"740","226-863","una",2
"741","226-867","lewinsky",2
"742","226-87","people",2
"743","226-87","trump",2
"744","226-872","und",2
"745","226-873","frau",2
"746","226-903","withyou",2
"747","226-904","withyou",2
"748","226-92","abuso",2
"749","226-92","de",2
"750","226-923","ndn",2
"751","226-924","ndn",2
"752","226-941","glass",2
"753","226-964","je",2
"754","226-970","de",2
"755","226-970","el",2
"756","226-970","est",2
"757","226-984","las",2
"758","226-986","bannon",2
"759","226-987","wetoo",2
"760","226-989","de",2
"761","226-990","de",2
"762","306-1019","younow",2
"763","306-1020","de",2
"764","306-1020","el",2
"765","306-1020","tampoco",2
"766","306-1021","el",2
"767","306-1032","le",2
"768","306-1032","les",2
"769","306-1040","episode",2
"770","306-1042","backlash",2
"771","306-1060","harassment",2
"772","306-1060","sexual",2
"773","306-1066","people",2
"774","306-1067","people",2
"775","306-1068","people",2
"776","306-1069","people",2
"777","306-1084","movement",2
"778","306-1087","steemit",2
"779","306-1130","sexually",2
"780","306-1131","day",2
"781","306-1134","sexually",2
"782","306-1135","day",2
"783","306-1142","1st",2
"784","306-1143","1st",2
"785","306-115","nashville",2
"786","306-1154","feminismo",2
"787","306-1154","igualdad",2
"788","306-1154","por",2
"789","306-116","nashville",2
"790","306-1160","time",2
"791","306-117","incarcerated",2
"792","306-1175","han",2
"793","306-1176","de",2
"794","306-1176","el",2
"795","306-1176","las",2
"796","306-118","incarcerated",2
"797","306-1183","1st",2
"798","306-1184","1st",2
"799","306-1185","als",2
"800","306-1185","das",2
"801","306-1185","von",2
"802","306-1186","als",2
"803","306-1186","das",2
"804","306-1186","von",2
"805","306-1198","issue",2
"806","306-1212","parliaments",2
"807","306-1213","parliaments",2
"808","306-1215","el",2
"809","306-1215","puede",2
"810","306-1215","se",2
"811","306-1216","el",2
"812","306-1216","puede",2
"813","306-1216","se",2
"814","306-1232","sex",2
"815","306-1233","sex",2
"816","306-1236","god",2
"817","306-1238","dan",2
"818","306-1238","dat",2
"819","306-1270","women",2
"820","306-1292","kill",2
"821","306-13","bij",2
"822","306-13","correct",2
"823","306-13","dan",2
"824","306-13","niet",2
"825","306-13","politiek",2
"826","306-1300","future",2
"827","306-1320","ve",2
"828","306-1335","de",2
"829","306-1335","la",2
"830","306-1337","actie",2
"831","306-1337","het",2
"832","306-1337","van",2
"833","306-1337","voor",2
"834","306-1361","bill",2
"835","306-1361","chelsea",2
"836","306-1361","clinton",2
"837","306-1369","fashion",2
"838","306-1389","es",2
"839","306-1390","se",2
"840","306-1407","fashion",2
"841","306-1408","fashion",2
"842","306-1410","1st",2
"843","306-1411","1st",2
"844","306-1450","female",2
"845","306-1453","wow",2
"846","306-1473","de",2
"847","306-1473","la",2
"848","306-1474","panama",2
"849","306-1475","film",2
"850","306-1476","1st",2
"851","306-1477","1st",2
"852","306-1481","mozart",2
"853","306-1482","mozart",2
"854","306-1483","mozart",2
"855","306-1484","mozart",2
"856","306-1485","mozart",2
"857","306-1486","mozart",2
"858","306-1487","mozart",2
"859","306-1505","empathic",2
"860","306-1506","empathic",2
"861","306-1507","empathic",2
"862","306-1508","empathic",2
"863","306-1509","empathic",2
"864","306-1510","empathic",2
"865","306-1513","empathic",2
"866","306-1521","empathic",2
"867","306-1533","empathic",2
"868","306-1536","sex",2
"869","306-1537","sex",2
"870","306-1539","20",2
"871","306-1541","empathic",2
"872","306-1542","girls",2
"873","306-1544","music",2
"874","306-1544","women",2
"875","306-1546","empathic",2
"876","306-1552","era",2
"877","306-1561","la",2
"878","306-1561","sexuelles",2
"879","306-1561","violences",2
"880","306-1562","des",2
"881","306-1566","el",2
"882","306-1593","los",2
"883","306-1593","mujeres",2
"884","306-1594","mujeres",2
"885","306-16","en",2
"886","306-16","vous",2
"887","306-1604","de",2
"888","306-1604","la",2
"889","306-18","el",2
"890","306-180","pigs",2
"891","306-184","south",2
"892","306-185","south",2
"893","306-19","era",2
"894","306-223","person",2
"895","306-227","dongho",2
"896","306-227","woman",2
"897","306-233","means",2
"898","306-236","people",2
"899","306-236","real",2
"900","306-237","people",2
"901","306-237","real",2
"902","306-261","workplace",2
"903","306-269","strength",2
"904","306-271","aquest",2
"905","306-272","sexual",2
"906","306-28","women",2
"907","306-280","clinton",2
"908","306-284","podcast",2
"909","306-285","podcast",2
"910","306-29","women",2
"911","306-30","women",2
"912","306-306","panel",2
"913","306-306","post",2
"914","306-32","clinton",2
"915","306-325","women",2
"916","306-37","en",2
"917","306-378","cosby",2
"918","306-393","de",2
"919","306-393","la",2
"920","306-398","means",2
"921","306-399","means",2
"922","306-41","um",2
"923","306-418","land",2
"924","306-418","sexuelle",2
"925","306-419","sexuelle",2
"926","306-42","um",2
"927","306-438","history",2
"928","306-441","creep",2
"929","306-442","creep",2
"930","306-471","cbc",2
"931","306-471","hour",2
"932","306-472","cbc",2
"933","306-472","hour",2
"934","306-473","cbc",2
"935","306-473","hour",2
"936","306-474","cbc",2
"937","306-474","hour",2
"938","306-487","nashville",2
"939","306-488","und",2
"940","306-491","tv",2
"941","306-492","tv",2
"942","306-493","tv",2
"943","306-499","accusers",2
"944","306-503","women",2
"945","306-512","creep",2
"946","306-513","creep",2
"947","306-516","4",2
"948","306-516","feminist",2
"949","306-516","miljoner",2
"950","306-516","som",2
"951","306-516","varf",2
"952","306-517","4",2
"953","306-517","feminist",2
"954","306-517","miljoner",2
"955","306-517","som",2
"956","306-517","varf",2
"957","306-522","innocent",2
"958","306-527","stand",2
"959","306-528","stand",2
"960","306-529","stand",2
"961","306-53","women",2
"962","306-54","women",2
"963","306-542","oscars",2
"964","306-542","won",2
"965","306-545","1st",2
"966","306-546","1st",2
"967","306-550","rapes",2
"968","306-554","pm",2
"969","306-555","withyou",2
"970","306-562","person",2
"971","306-564","electionday",2
"972","306-565","creepy",2
"973","306-566","creepy",2
"974","306-567","creepy",2
"975","306-568","creepy",2
"976","306-571","il",2
"977","306-572","il",2
"978","306-584","accusation",2
"979","306-584","single",2
"980","306-585","single",2
"981","306-594","ist",2
"982","306-595","people",2
"983","306-595","sex",2
"984","306-595","video",2
"985","306-596","people",2
"986","306-596","sex",2
"987","306-596","video",2
"988","306-597","world",2
"989","306-615","harvard",2
"990","306-62","survivors",2
"991","306-622","schools",2
"992","306-623","schools",2
"993","306-624","schools",2
"994","306-625","schools",2
"995","306-631","ihren",2
"996","306-635","silence",2
"997","306-638","ab",2
"998","306-638","der",2
"999","306-638","uhr",2
"1000","306-675","para",2
"1001","306-675","se",2
"1002","306-675","somos",2
"1003","306-676","se",2
"1004","306-686","don",2
"1005","306-686","wear",2
"1006","306-687","wear",2
"1007","306-688","wear",2
"1008","306-700","law",2
"1009","306-714","creep",2
"1010","306-715","creep",2
"1011","306-716","creep",2
"1012","306-719","survivors",2
"1013","306-723","movement",2
"1014","306-729","survivors",2
"1015","306-73","issue",2
"1016","306-74","issue",2
"1017","306-77","comme",2
"1018","306-77","des",2
"1019","306-78","la",2
"1020","306-78","le",2
"1021","306-782","issue",2
"1022","306-785","era",2
"1023","306-789","de",2
"1024","306-789","la",2
"1025","306-796","1st",2
"1026","306-797","1st",2
"1027","306-806","australian",2
"1028","306-827","gary",2
"1029","306-827","oldman",2
"1030","306-828","gary",2
"1031","306-828","oldman",2
"1032","306-829","gary",2
"1033","306-829","oldman",2
"1034","306-842","cmbyn",2
"1035","306-842","hollywood",2
"1036","306-842","holywood",2
"1037","306-842","thread",2
"1038","306-874","coreia",2
"1039","306-874","movimento",2
"1040","306-874","na",2
"1041","306-885","il",2
"1042","306-886","il",2
"1043","306-911","il",2
"1044","306-912","donne",2
"1045","306-913","donne",2
"1046","306-926","1st",2
"1047","306-927","1st",2
"1048","306-958","responding",2
"1049","306-960","rules",2
"1050","306-961","dir",2
"1051","306-961","du",2
"1052","306-961","fall",2
"1053","306-961","ist",2
"1054","306-961","wenn",2
"1055","306-962","ist",2
"1056","306-963","common",2
"1057","306-963","women",2
"1058","306-972","clinton",2
"1059","306-973","clinton",2
"1060","306-978","de",2
"1061","306-978","la",2
"1062","306-982","de",2
"1063","306-982","la",2
"1064","308-1","women",2
"1065","308-10","women",2
"1066","308-1005","women",2
"1067","308-1006","women",2
"1068","308-1007","skin",2
"1069","308-1008","skin",2
"1070","308-101","skin",2
"1071","308-1043","skin",2
"1072","308-1076","skin",2
"1073","308-108","50",2
"1074","308-108","day",2
"1075","308-109","50",2
"1076","308-109","day",2
"1077","308-1090","skin",2
"1078","308-11","lead",2
"1079","308-1120","skin",2
"1080","308-1141","love",2
"1081","308-116","skin",2
"1082","308-1163","love",2
"1083","308-1164","women",2
"1084","308-1164","world",2
"1085","308-1184","lead",2
"1086","308-1188","skin",2
"1087","308-1206","love",2
"1088","308-1208","en",2
"1089","308-1219","en",2
"1090","308-1222","skin",2
"1091","308-1233","skin",2
"1092","308-1236","skin",2
"1093","308-1239","love",2
"1094","308-1240","skin",2
"1095","308-1289","love",2
"1096","308-1291","frauen",2
"1097","308-1291","gewalt",2
"1098","308-1331","pour",2
"1099","308-1347","women",2
"1100","308-1348","women",2
"1101","308-1350","virgins",2
"1102","308-1352","del",2
"1103","308-1352","dia",2
"1104","308-1352","el",2
"1105","308-1352","para",2
"1106","308-1353","el",2
"1107","308-1353","en",2
"1108","308-1353","las",2
"1109","308-1354","el",2
"1110","308-1354","en",2
"1111","308-1354","las",2
"1112","308-1374","skin",2
