,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertex 1,Vertex 2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,ID,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),Tweet,URLs in Tweet,Domains in Tweet,Hashtags in Tweet,Media in Tweet,Tweet Image File,Tweet Date (UTC),Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,Favorited,Favorite Count,In-Reply-To User ID,Is Quote Status,Language,Possibly Sensitive,Quoted Status ID,Retweeted,Retweet Count,Retweet ID,Source,Truncated,Unified Twitter ID,Imported Tweet Type,Added By Extended Analysis,Corrected By Extended Analysis,Place Bounding Box,Place Country,Place Country Code,Place Full Name,Place ID,Place Name,Place Type,Place URL
tylerlaaauren,iamgmjohnson,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @IamGMJohnson: This literally says it’s only a felony if contact is made skin to skin. Sexual assault in this country is an absolute j…",,,,,http://pbs.twimg.com/profile_images/970486681483730944/vN1HP-Rm_normal.jpg,3/9/18 01:22,https://twitter.com/#!/tylerlaaauren/status/971919145456476160,,,971919145456476160,,FALSE,0,,TRUE,en,,971585615878873090,FALSE,6157,971586963945017345,Twitter for iPhone,FALSE,971586963945017345,Tweet,0,0,,,,,,,,
lunchladylauren,iamgmjohnson,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @IamGMJohnson: This literally says it’s only a felony if contact is made skin to skin. Sexual assault in this country is an absolute j…",,,,,http://pbs.twimg.com/profile_images/896884005353730050/o6huM_2a_normal.jpg,3/9/18 01:22,https://twitter.com/#!/lunchladylauren/status/971919149860642821,,,971919149860642821,,FALSE,0,,TRUE,en,,971585615878873090,FALSE,6157,971586963945017345,Twitter for iPhone,FALSE,971586963945017345,Tweet,0,0,,,,,,,,
okienailor,dashannestokes,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @DaShanneStokes: Watch Trump Say ‘True’ When Called A Sexual Predator In 2006https://t.co/hfaPzhtWM4#womensday #resist #metoo #happy…",https://www.huffingtonpost.com/entry/watch-trump-say-true-when-called-a-sexual-predator-in-2006_us_5804d258e4b0162c043cd864,huffingtonpost.com,womensday resist metoo,,http://pbs.twimg.com/profile_images/965932983957024768/ZM1MOkJt_normal.jpg,3/9/18 01:22,https://twitter.com/#!/okienailor/status/971919158182141952,,,971919158182141952,,FALSE,0,,FALSE,en,,,FALSE,13,971890844000243714,Twitter for iPhone,FALSE,971890844000243714,Tweet,0,0,,,,,,,,
tanng_ii,tanng_ii,,,,,,,,,,,,,Tweet,3/8/18 23:59,_____________________ ________________________ #metoo __________,,,metoo,,http://pbs.twimg.com/profile_images/918158865698455552/1N9rHfp3_normal.jpg,3/8/18 23:59,https://twitter.com/#!/tanng_ii/status/971898223236341760,,,971898223236341760,,FALSE,0,,FALSE,th,,,FALSE,2,,Twitter for iPhone,FALSE,971898223236341760,Retweet,0,0,,,,,,,,
uniopfs2201,tanng_ii,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @Tanng_ii: _____________________ ________________________ #metoo __________,,,metoo,,http://pbs.twimg.com/profile_images/966266400359645184/5ORQjo0F_normal.jpg,3/9/18 01:22,https://twitter.com/#!/uniopfs2201/status/971919133783736321,,,971919133783736321,,FALSE,0,,FALSE,th,,,FALSE,2,971898223236341760,Twitter for Android,FALSE,971898223236341760,Tweet,0,0,,,,,,,,
apologixyze,apologixyze,,,,,,,,,,,,,Tweet,3/8/18 16:35,#___________ ________________ __________________ __________________________ ______ #metoo _____ provoke ________,,,___________ metoo,,http://pbs.twimg.com/profile_images/970557104888016897/hysb-A26_normal.jpg,3/8/18 16:35,https://twitter.com/#!/apologixyze/status/971786404597440512,,,971786404597440512,,FALSE,1,,FALSE,th,,,FALSE,2,,Twitter for iPhone,FALSE,971786404597440512,Retweet,0,0,,,,,,,,
uniopfs2201,apologixyze,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @apologixyze: #___________ ________________ __________________ __________________________ ______ #metoo _____ provoke ________,,,___________ metoo,,http://pbs.twimg.com/profile_images/966266400359645184/5ORQjo0F_normal.jpg,3/9/18 01:22,https://twitter.com/#!/uniopfs2201/status/971919158232281088,,,971919158232281088,,FALSE,0,,FALSE,th,,,FALSE,2,971786404597440512,Twitter for Android,FALSE,971786404597440512,Tweet,0,0,,,,,,,,
uniopfs2201,nudandann,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @nudandann: _________________________________________________ ____________________________________________ ___________12________________…,,,,,http://pbs.twimg.com/profile_images/966266400359645184/5ORQjo0F_normal.jpg,3/9/18 01:22,https://twitter.com/#!/uniopfs2201/status/971919023603527680,,,971919023603527680,,FALSE,0,,FALSE,th,,,FALSE,369,971904132494716928,Twitter for Android,FALSE,971904132494716928,Tweet,0,0,,,,,,,,
kiyoo1106,drpyo,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @DrPyo: #metoo ___ __ ___ __ __ ____ _______ ____ __ __ ___ _____ ____ ___ ____ ___ ___. __ ___ __ ____ ___ ____ ___ _ _ __ ___ _____ __…,,,metoo,,http://pbs.twimg.com/profile_images/721193371113431041/2nrP_8Ln_normal.jpg,3/9/18 01:22,https://twitter.com/#!/kiyoo1106/status/971919158597140480,,,971919158597140480,,FALSE,0,,FALSE,ko,,,FALSE,1967,971546479486578688,Twitter for Android,FALSE,971546479486578688,Tweet,0,0,,,,,,,,
publisherperish,marylschmidt,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @MaryLSchmidt: #ChildhoodCancer is the most pernicious of diseases. One woman/one child. Inspiring! https://t.co/eRp4ZPbShD #memoir #RR…",https://www.amazon.com/When-Angels-Fly-S-Jackson-ebook/dp/B017UNVWDI/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1447021901&sr=1-2,amazon.com,childhoodcancer memoir,,http://pbs.twimg.com/profile_images/636308008646017024/MbaQMmVF_normal.jpg,3/9/18 01:22,https://twitter.com/#!/publisherperish/status/971919162925830144,,,971919162925830144,,FALSE,0,,FALSE,en,,,FALSE,35,971752231979618304,Twitter Web Client,FALSE,971752231979618304,Tweet,0,0,,,,,,,,
smilemaskmp3,koreanupdates,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @KoreanUpdates: #WMEntertainment strongly denied #B1A4 #Sandeul is the one who's mentioned in #MeToo revelation. Earlier a media reporte…,,,wmentertainment b1a4 sandeul metoo,,http://pbs.twimg.com/profile_images/971586357725249537/sDoT-GXV_normal.jpg,3/9/18 01:22,https://twitter.com/#!/smilemaskmp3/status/971919164905480192,,,971919164905480192,,FALSE,0,,FALSE,en,,,FALSE,31,971917032600911872,Twitter for Android,FALSE,971917032600911872,Tweet,0,0,,,,,,,,
outkick,outkick,,,,,,,,,,,,,Tweet,3/6/18 17:00,The celebration of Kobe Bryant at the Oscars only proves the hypocrisy of the #metoo movement. https://t.co/TVUg398gjX,,,metoo,https://pbs.twimg.com/amplify_video_thumb/970994134889644034/img/_jHJpazZ1GbC0txx.jpg,https://pbs.twimg.com/amplify_video_thumb/970994134889644034/img/_jHJpazZ1GbC0txx.jpg,3/6/18 17:00,https://twitter.com/#!/outkick/status/971067897182334976,,,971067897182334976,,FALSE,145,,FALSE,en,,,FALSE,36,,Media Studio,FALSE,971067897182334976,Retweet,0,0,,,,,,,,
outkick,outkick,,,,,,,,,,,,,Tweet,3/5/18 17:11,"Proving that Hollywood is full of hypocrites, Kobe Bryant wins #metoo Oscar: https://t.co/SqBBKBcYrv",https://www.outkickthecoverage.com/kobe-bryant-wins-metoo-oscars-despite-rape-charge/,outkickthecoverage.com,metoo,,http://pbs.twimg.com/profile_images/897711795854602240/NfkqKRLh_normal.jpg,3/5/18 17:11,https://twitter.com/#!/outkick/status/970708334297849857,,,970708334297849857,,FALSE,89,,FALSE,en,,,FALSE,28,,Facebook,FALSE,970708334297849857,Retweet,0,0,,,,,,,,
matthew71693270,outkick,,,,,,,,,,,,,Mentions,3/9/18 01:21,RT @Outkick: The celebration of Kobe Bryant at the Oscars only proves the hypocrisy of the #metoo movement. https://t.co/TVUg398gjX,,,metoo,https://pbs.twimg.com/amplify_video_thumb/970994134889644034/img/_jHJpazZ1GbC0txx.jpg,https://pbs.twimg.com/amplify_video_thumb/970994134889644034/img/_jHJpazZ1GbC0txx.jpg,3/9/18 01:21,https://twitter.com/#!/matthew71693270/status/971918880544382976,,,971918880544382976,,FALSE,0,,FALSE,en,,,FALSE,36,971067897182334976,Twitter for Windows,FALSE,971067897182334976,Tweet,0,0,,,,,,,,
matthew71693270,outkick,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @Outkick: Proving that Hollywood is full of hypocrites, Kobe Bryant wins #metoo Oscar: https://t.co/SqBBKBcYrv",https://www.outkickthecoverage.com/kobe-bryant-wins-metoo-oscars-despite-rape-charge/,outkickthecoverage.com,metoo,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3/9/18 01:22,https://twitter.com/#!/matthew71693270/status/971919170458783744,,,971919170458783744,,FALSE,0,,FALSE,en,,,FALSE,28,970708334297849857,Twitter for Windows,FALSE,970708334297849857,Tweet,0,0,,,,,,,,
outsidethegaze,maria,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,gwencarreric,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,sybrinafulton,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,colleenflangan,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,reshmasaujani,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,domesticworkers,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,aijenpoo,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,iammarleydias,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,astrid_nv,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
outsidethegaze,hillaryclinton,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/412289056974708736/Mr8WqLBd_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/outsidethegaze/status/971919192273379329,,,971919192273379329,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter for iPhone,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
washizaemon,washizaemon,,,,,,,,,,,,,Tweet,3/5/18 08:42,"____________ #MeToo ___________________________ ___________________________________________________ _________________________________ ____________ ___________ ____________#MeToo ____________________________________________ _____________________________________________________",,,metoo metoo,,http://pbs.twimg.com/profile_images/971295227620274184/PMGY_IhQ_normal.jpg,3/5/18 08:42,https://twitter.com/#!/washizaemon/status/970580412962455552,,,970580412962455552,,FALSE,227,,FALSE,th,,,FALSE,2756,,Twitter for iPhone,FALSE,970580412962455552,Retweet,0,0,,,,,,,,
washizaemon,washizaemon,,,,,,,,,,,,,Tweet,3/5/18 08:49,"_____________________________________________________ _____________________ ________ _____ ________ ____________________________________ ___________________________ #MeToo ___________________________________ ________ ________________ _____________________________________",,,metoo,,http://pbs.twimg.com/profile_images/971295227620274184/PMGY_IhQ_normal.jpg,3/5/18 08:49,https://twitter.com/#!/washizaemon/status/970581966687944705,,,970581966687944705,970580412962455552,FALSE,76,945140935070904321,FALSE,th,,,FALSE,1324,,Twitter for iPhone,FALSE,970580412962455552,Retweet,0,0,,,,,,,,
washizaemon,washizaemon,,,,,,,,,,,,,Tweet,3/6/18 04:48,"_____________________________ _________________________________________________________________ ____________________________________________ #MeToo _________________ ____________________________________________https://t.co/U6GJdv541M",https://www.washingtonpost.com/world/asia_pacific/in-japan-me-too-efforts-get-bashed-limited-attention/2018/02/27/df1b2be8-1c31-11e8-98f5-ceecfa8741b6_story.html?utm_term=.6dd5e2b1cf85,washingtonpost.com,metoo,,http://pbs.twimg.com/profile_images/971295227620274184/PMGY_IhQ_normal.jpg,3/6/18 04:48,https://twitter.com/#!/washizaemon/status/970883780352208897,,,970883780352208897,970881960590557184,FALSE,29,945140935070904321,FALSE,th,,,FALSE,774,,TweetDeck,FALSE,970881960590557184,Retweet,0,0,,,,,,,,
jaeminharshx,washizaemon,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @washizaemon: _____________________________ _________________________________________________________________ _________________________…,,,,,http://pbs.twimg.com/profile_images/971807482849894402/Fi72kvZM_normal.jpg,3/9/18 01:22,https://twitter.com/#!/jaeminharshx/status/971919196593438720,,,971919196593438720,,FALSE,0,,FALSE,th,,,FALSE,774,970883780352208897,Twitter for iPhone,FALSE,970883780352208897,Tweet,0,0,,,,,,,,
depandapo09,netizenbuzz,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @netizenbuzz: #metoo victim releases recent Katalk exchange with idol singer https://t.co/J035If4H3c https://t.co/o9pPTMCkKa,http://netizenbuzz.blogspot.com/2018/03/metoo-victim-releases-recent-katalk.html?utm_source=dlvr.it&utm_medium=twitter,blogspot.com,metoo,https://pbs.twimg.com/media/DXzmDCOUMAETpOk.jpg,https://pbs.twimg.com/media/DXzmDCOUMAETpOk.jpg,3/9/18 01:22,https://twitter.com/#!/depandapo09/status/971919197197418496,,,971919197197418496,,FALSE,0,,FALSE,en,,,FALSE,69,971904561878200321,Twitter for Android,FALSE,971904561878200321,Tweet,0,0,,,,,,,,
arthur_affect,arthur_affect,,,,,,,,,,,,,Tweet,3/8/18 22:41,"Like here's something I feel strongly about#MeToo and #TimesUp are not a ""movement to raise awareness""It is not about ""raising awareness"", ""speaking truth"", or even ""listening to women"", in and of itselfIt is about getting harassers and abusers fired",,,metoo timesup,,http://pbs.twimg.com/profile_images/1830206330/profile_normal.jpg,3/8/18 22:41,https://twitter.com/#!/arthur_affect/status/971878577988780033,,,971878577988780033,971877863514292224,FALSE,116,65260792,FALSE,en,,,FALSE,47,,Twitter for Android,FALSE,971877863514292224,Retweet,0,0,,,,,,,,
catherineamcc,arthur_affect,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @arthur_affect: Like here's something I feel strongly about#MeToo and #TimesUp are not a ""movement to raise awareness""It is not abou…",,,metoo timesup,,http://pbs.twimg.com/profile_images/499762947754041344/QEFn93ZT_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/catherineamcc/status/971919203438559233,,,971919203438559233,,FALSE,0,,FALSE,en,,,FALSE,47,971878577988780033,Twitter for iPhone,FALSE,971878577988780033,Tweet,0,0,,,,,,,,
deullerr,koreanupdates,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @KoreanUpdates: #WMEntertainment strongly denied #B1A4 #Sandeul is the one who's mentioned in #MeToo revelation. Earlier a media reporte…,,,wmentertainment b1a4 sandeul metoo,,http://pbs.twimg.com/profile_images/967427303180402688/CqhGRxOF_normal.jpg,3/9/18 01:22,https://twitter.com/#!/deullerr/status/971919111465746432,,,971919111465746432,,FALSE,0,,FALSE,en,,,FALSE,31,971917032600911872,Twitter for Android,FALSE,971917032600911872,Tweet,0,0,,,,,,,,
deullerr,xportsnews,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @xportsnews: #B1A4 #__ #__ #METOOhttps://t.co/99zQKCCFHv",http://www.xportsnews.com/jenter/?ac=article_view&entry_id=951270&_REFERER=http%3A%2F%2Fwww.xportsnews.com%2F%3Fac%3Darticle_list%26cate_indexno%3D178,xportsnews.com,b1a4 __ __ metoo,,http://pbs.twimg.com/profile_images/967427303180402688/CqhGRxOF_normal.jpg,3/9/18 01:22,https://twitter.com/#!/deullerr/status/971919204285755392,,,971919204285755392,,FALSE,0,,FALSE,und,,,FALSE,6,971914605172633600,Twitter for Android,FALSE,971914605172633600,Tweet,0,0,,,,,,,,
time,time,,,,,,,,,,,,,Tweet,3/9/18 00:00,What's the difference between the #MeToo and Time's Up movements? https://t.co/cQtwAjP8Mk,https://trib.al/vOSagOF,trib.al,metoo,,http://pbs.twimg.com/profile_images/1700796190/Picture_24_normal.png,3/9/18 00:00,https://twitter.com/#!/time/status/971898489549488128,,,971898489549488128,,FALSE,62,,FALSE,en,,,FALSE,40,,SocialFlow,FALSE,971898489549488128,Retweet,0,0,,,,,,,,
mahgahly,time,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @TIME: What's the difference between the #MeToo and Time's Up movements? https://t.co/cQtwAjP8Mk,https://trib.al/vOSagOF,trib.al,metoo,,http://pbs.twimg.com/profile_images/918383474012065792/uzxsA5dB_normal.jpg,3/9/18 01:22,https://twitter.com/#!/mahgahly/status/971919204424212480,,,971919204424212480,,FALSE,0,,FALSE,en,,,FALSE,40,971898489549488128,Twitter for iPhone,FALSE,971898489549488128,Tweet,0,0,,,,,,,,
sierrawiggles,iamgmjohnson,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @IamGMJohnson: This literally says it’s only a felony if contact is made skin to skin. Sexual assault in this country is an absolute j…",,,,,http://pbs.twimg.com/profile_images/962838860697829377/eh8Q-g3y_normal.jpg,3/9/18 01:22,https://twitter.com/#!/sierrawiggles/status/971919208010407936,,,971919208010407936,,FALSE,0,,TRUE,en,,971585615878873090,FALSE,6157,971586963945017345,Twitter for Android,FALSE,971586963945017345,Tweet,0,0,,,,,,,,
tony_tracy,canadianlabour,,,,,,,,,,,,,Mentions,3/9/18 01:22,"RT @CanadianLabour: #TimesUp on sexual harassment and violence in the workplace. This is about women's economic justice, and we need to tak…",,,timesup,,http://pbs.twimg.com/profile_images/755568329239265280/zpWM9U8l_normal.jpg,3/9/18 01:22,https://twitter.com/#!/tony_tracy/status/971919226469601280,,,971919226469601280,,FALSE,0,,FALSE,en,,,FALSE,4,971915954123870208,Twitter for iPhone,FALSE,971915954123870208,Tweet,0,0,,,,,,,,
boontarick,nudandann,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @nudandann: _________________________________________________ ____________________________________________ ___________12________________…,,,,,http://pbs.twimg.com/profile_images/956274967976411138/IBdbTsal_normal.jpg,3/9/18 01:22,https://twitter.com/#!/boontarick/status/971919233067069440,,,971919233067069440,,FALSE,0,,FALSE,th,,,FALSE,369,971904132494716928,Twitter for Android,FALSE,971904132494716928,Tweet,0,0,,,,,,,,
dwifebrir,koreanupdates,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @KoreanUpdates: #WMEntertainment strongly denied #B1A4 #Sandeul is the one who's mentioned in #MeToo revelation. Earlier a media reporte…,,,wmentertainment b1a4 sandeul metoo,,http://pbs.twimg.com/profile_images/794842961561284608/n5FryZB-_normal.jpg,3/9/18 01:22,https://twitter.com/#!/dwifebrir/status/971919234409185280,,,971919234409185280,,FALSE,0,,FALSE,en,,,FALSE,31,971917032600911872,Twitter for Android,FALSE,971917032600911872,Tweet,0,0,,,,,,,,
vabvox,maria,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/3583804562/2a8754937c834ef127cd04687e02fb75_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/vabvox/status/971919235940274177,,,971919235940274177,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter Web Client,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
vabvox,gwencarreric,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/3583804562/2a8754937c834ef127cd04687e02fb75_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/vabvox/status/971919235940274177,,,971919235940274177,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter Web Client,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
vabvox,sybrinafulton,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/3583804562/2a8754937c834ef127cd04687e02fb75_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/vabvox/status/971919235940274177,,,971919235940274177,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter Web Client,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
vabvox,colleenflangan,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/3583804562/2a8754937c834ef127cd04687e02fb75_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/vabvox/status/971919235940274177,,,971919235940274177,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter Web Client,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
vabvox,reshmasaujani,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/3583804562/2a8754937c834ef127cd04687e02fb75_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/vabvox/status/971919235940274177,,,971919235940274177,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter Web Client,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
vabvox,domesticworkers,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/3583804562/2a8754937c834ef127cd04687e02fb75_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/vabvox/status/971919235940274177,,,971919235940274177,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter Web Client,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
vabvox,aijenpoo,,,,,,,,,,,,,Mentions,3/9/18 01:22,RT @HillaryClinton: @Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @Maria…,,,,,http://pbs.twimg.com/profile_images/3583804562/2a8754937c834ef127cd04687e02fb75_normal.jpeg,3/9/18 01:22,https://twitter.com/#!/vabvox/status/971919235940274177,,,971919235940274177,,FALSE,0,,FALSE,en,,,FALSE,1489,971790554861395968,Twitter Web Client,FALSE,971790554861395968,Tweet,0,0,,,,,,,,
